,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
ADAMTS-4,-0.01436976387485114,-0.021481884183553474,-0.007444260703252083,0.00016117644932416868,-0.02360952056935777,-0.00849272294274401,-0.002437446403786369,0.0012299886266512955,-0.017010773201451994,0.0006626553360474292,-0.028890870099681526,0.02042231308931256,-0.029977805095483392,-0.03494795967785564,-0.02402940588305753,-0.017938269041063708,-0.025015515250554968,-0.03160573468577781,0.0042318673688109786,0.019039407544486922
ADAMTS-5,-0.016406127032812915,-0.04555995141831113,0.005530044824098981,0.002502441709402475,-0.005884539843752337,0.013102335984493334,-0.01758912643965248,-0.015007300357960114,-0.009667882037884011,0.0334336588859601,-0.008165123466164548,0.04876323214502764,0.01529976136944907,-0.033099052997772736,-0.0013570820676229618,-0.006682794829496085,-0.00403229146933022,0.04791709235456372,-0.049752757352915886,-0.05220852281485033
AGR2,-0.009657537649751679,-0.05066435571804309,0.03767488222556607,-0.010089053461284777,-0.01595133854667312,0.01988294087697746,-0.05426441388696752,0.04031388272120005,0.05817512392519407,-0.025744754482341634,-0.019211562620391285,-0.0569581923629154,0.04059943141808532,0.009386305661239342,0.005733181275123268,0.053571834547306615,0.02337564182918282,0.0016178699652896252,0.009855005830302183,0.022189601465540984
AIF1,-0.04036738697169252,0.018426206222241916,0.0493697854526474,-0.001036231371867259,0.04408307990272835,0.012867475441827446,0.02940519961154338,0.010005483880932,-0.006745812532148715,-0.014124367987792433,-0.018455260851338424,-0.03751358517038809,0.05304034305626376,0.0023224815811648952,-0.005795186884949712,-0.008467721990890372,0.016720691539049856,-0.016869746209681513,0.007809291223381066,-0.008644232603773368
AIP,0.03490003971587965,0.014434018008366559,0.05388878979029557,0.05530925176957116,0.011605688130383344,-0.016915498523402784,-0.021612835610285184,-0.010176654923729891,0.00474661577055471,-0.0006229711340306273,0.019488952683875616,0.012551045648179077,-0.029511864303719083,-0.04869715341881553,0.027937079810357077,0.024324499837233032,0.005705144434733518,-0.004493100255398297,0.03030745683723504,-0.000409267300834649
AK1A1,-0.020386545221944136,0.0478166600355122,0.037428135407982246,0.05778041953960118,-0.024166136527852638,0.003196818595131813,0.0007990634251037745,-0.009900122647708544,0.004021744691006387,0.03119130019085686,-0.008329491295915698,-0.024306810032742678,0.014131445389263513,0.03599183682883052,5.5835413125205e-05,0.018528298619522238,0.016638258513189896,-0.011730798237217434,-0.004344943020829756,-0.008939834692255249
ALCAM,-0.015598400242366025,-0.05025579494801025,-0.016447213563954774,0.003909919401243183,0.019153189154890903,-0.01638231678486772,-0.0049651188997746915,0.000598767067633639,-0.03358027396520215,0.038958427114933414,-0.02448092184075877,0.0526305027850818,0.019078617936581693,-0.019961020207901286,0.05089040127400232,0.049734317405038794,0.004216642307287028,-0.013665198121358661,-0.02098400167007859,-0.007254923488005884
ALK-1,-0.03770704046992462,-0.022852526706995047,0.034261923999862616,-0.0011834052774793216,-0.014974133923780256,-0.010041144586161158,-0.015834523587423724,-0.02599473547372823,-0.00423234109656381,0.006006767753333011,-0.011421389745226477,0.016578202452599087,0.02042327175797455,0.00740153618370104,-0.0014178465614258697,0.008541594771191107,-0.049119670159968584,0.018636773103802105,-0.028986747584320852,-0.016204341438572713
ALT,-0.0023933705110136473,0.022384153768925233,-0.033166921610742126,0.054137908339767914,-0.005315106578295884,0.05532182056846269,-0.0050622455169589695,0.025586410741945786,0.030593127732378305,-0.04808613373343495,-0.040239999012353284,-0.009317609723386418,0.03490008325377078,-0.0013148797180224214,0.03602546616667271,0.010122985935376867,0.03698037300024879,-0.003547493521430777,-0.005588821378113917,-0.05399354672123804
AMHR2,-0.033453650790127624,-0.05278550738356256,0.01825230246520538,0.051551961096068105,0.01143228735524521,-0.00676589499412757,0.006840627524041198,0.014082649640664632,0.016416400338092836,-0.0012921506385463024,-0.008973346095683597,-0.005938180753207345,-0.008936963426407967,0.011033710131309594,0.00889372735576199,-0.0010921037920505632,-0.024670605826124972,-0.035043441023652346,-0.019580927811259526,-0.0037192919082513153
AMNLS,0.04368887441805731,-0.03978881311465184,-0.017013908212566077,0.0066219743161930415,0.0395251394210869,0.007153769608835588,-0.004656365623595228,-0.006915958302342115,-0.0040151607842167,0.013149202584668089,-0.025408740220160146,0.026528208199434456,0.019546911333950562,-0.032241213203405686,0.0060726836788959435,0.004022502342878806,-0.00010298553837411936,-0.002643159443711503,-0.017178734562982755,0.02288700795564433
AMPK a1b1g1,0.039763966443208634,-0.028244101970549485,0.0073840871028059765,0.024657829278149482,0.016058155475795585,0.02393016976827984,-0.008138592867567126,0.004120772794549531,0.02025762419018607,-0.01388906630217318,-0.0012507344407442758,-0.015357842336092956,-0.010663535337403683,0.002897484412904236,-0.011672237820031921,0.005551197132023329,0.006493824328476669,-0.041670405400537194,-0.03633788174640562,0.010203790180361142
AMPK a2b2g1,0.05542856794546918,-0.014282271242259975,0.0044403118380979675,0.0339302735043732,-0.011874122723220651,0.0047690835791542275,0.0012679620312478677,0.013688174823065636,-0.01746429870267809,-0.012399107664872401,-0.03307231290514327,-0.0034717451928859603,-0.012519615924898742,0.02689033497192836,-0.010027751739846505,-0.014097977358724059,-0.011326553071163793,0.066470092871127,0.04553599469683463,-0.01832362073095143
AMPM2,0.04000566060276204,0.011825358180750005,0.07558202071049125,0.015535832419299726,0.01972673478330493,-0.052169872474818114,-0.007510218274116487,0.014270035378621457,0.023526682286284482,0.006708596125360932,0.007979329205001313,0.03286131996459562,-0.021733550053654186,-0.006893029931648462,0.017283202888221022,0.01865867468096639,-0.016016900899799718,-0.02994230345030083,0.025075939251637966,-0.009213133074021286
AN32B,0.057353515499715416,-0.009178883178275655,0.01793540099397321,0.019519611946774793,0.009751168866953012,-0.015184735292746528,0.009734540923889529,-0.003129438120889615,0.06729618601970862,0.026984085484595452,0.027214461757465554,-0.03140551005898316,0.021333661719693,-0.011883931563532278,0.011366298138615876,-0.043404604320101,-0.01164068575407098,0.032153566736990234,0.002709090765781092,-0.032137977351434754
ANGL3,0.003537748624134581,-0.0317004054611394,0.008986298892212316,0.024487506064490516,-0.028450401637245954,-0.007571821910805405,0.01414258089898302,-0.006709957946900421,0.01659070694111737,-0.012799834584572622,0.002081183830640662,-0.06655415627569175,0.02399830437607739,0.023873312637436965,0.013800847181987472,0.022473388328917508,-0.008511483232858665,-0.005165631453466698,-0.00026453758741175825,0.014622440350764437
ANGL4,-0.015220384392796008,-0.019127386248692757,-0.008862746041926564,0.03579064013547975,-0.010808275419689333,-0.008239639807897041,0.03477304273654225,0.04935613045247692,0.019299911560964306,-0.05323038323815169,0.09926854130440392,-0.013881870569173898,0.01388401789024965,-0.03590710257245784,-0.0015068297238949716,0.03510868734466206,-0.005221512707380983,-0.009628152788552514,-0.05664034805978203,-0.04311178376000987
ANR63,0.0018772389062345297,-0.018070577498052874,-0.013229870742243261,0.03294558782058671,-0.012598042517401731,0.05338597250908968,0.0843414535674549,0.07908027361363357,-0.034189990200977086,0.016942538908265085,0.06015783505302181,0.011336416645919995,-0.010784986668199882,-0.014402676425019289,-0.0021775750593447476,0.04780472701670305,-0.0042750088266340705,-0.016292130425324503,-0.0012753568795210786,-0.016799208789743975
AREG,-0.018516122848489847,0.03455672802124096,0.01869334902540895,0.09402572358575997,0.0026036152790279987,0.019454358401449712,-0.030283178363021905,-0.033497368965334874,-0.04401840192305356,-0.04079862515616034,0.02741823155707712,0.005595871554427802,0.015333986926942865,0.0041867780538808195,0.0283459090167985,0.022876838917187566,-0.009745254134336055,0.045905802944409366,-0.0005944774771492904,0.010086593982771262
ARGI1,-0.016512679950714555,-0.023098147994326426,0.05085764889559677,0.004903741980831223,-0.0007871571089852427,-0.031583465210511946,-0.009265573973117294,-0.04683821424044399,-0.0057480208949130095,-0.0011768160687391418,0.013960211262062637,-0.01440638169042097,-0.04147044793612891,0.02560832989480264,-0.0010410025110426221,0.016020340310712484,-0.047578352165148184,-0.015248091083028732,0.015962885447329576,-0.028569183642496155
ARI3A,-0.0014179091263297426,0.008505675134616954,-0.0023119782153057152,0.10253459340224687,0.002021943540725594,0.049065519864421,-0.036771794129116214,-0.04017527827916166,-0.05557989855195628,-0.010587077224986106,0.01662085246848302,0.012137969550589064,0.003764411256735468,-0.0010344193161169585,-0.011231140144716975,0.009032347898928181,-0.028663448903880583,0.06123976239553104,-0.0003907503817391387,0.013359179635254188
ARMEL,-0.012034909966859833,-0.025470643545041898,-0.031788753905332985,0.016120355964660424,-0.0015830723884823353,-0.03680378454019286,0.013261580256773103,0.020647958427718098,0.029710614560716452,0.0037872691044351604,-0.029862450851272707,-0.008096827861166325,0.0006434057920967043,0.005558329324713918,0.027059064033583956,0.006049879068881397,0.02682299381051142,0.04275793626541181,0.02349567843088453,0.017469502941923534
ARP19,0.008408397939443037,0.009185573716711425,0.021366537233237504,0.032709727137391474,0.03495888876266312,0.01614933006424065,-0.013615253388119815,0.02261035016635756,0.06712282092434753,0.016329162255577765,-0.018758549576415765,0.05786735682012861,-0.040671632291720654,0.09220525430711181,-0.050644476778270026,-0.055287188664702114,0.06480084288293159,0.03891015561970751,-0.003421430876213518,-0.025346938245537725
ARSB,-0.03881813726293846,-0.007671963810602519,0.012752415438456403,-0.001284363098247539,-0.02259220118653503,-0.0043967937681073585,0.0028697162085329383,0.002044633237322201,-0.0018560222589573776,-0.03290659096870403,-0.015061538619640614,0.015326323914531032,0.01206052181077834,-0.015326079526767622,-0.012920168008900858,-0.0015018439630972132,-0.0024405844331499608,-0.03812911381779552,0.004738847857399145,0.0045612031338676485
ART,-0.0390826509809363,-0.02202721293201377,-0.023974090747153058,0.002923802739751723,0.011954728491354578,-0.058532539844012355,-0.0001590506435856604,-0.01571748721370095,-0.00876030199590859,0.015110788111904515,-0.03315063337576182,-0.02235200900590345,0.01633161442445997,0.049313838987244216,-0.004551926354849505,-0.001606280493696365,-0.019519415241352468,0.004780615416454723,-0.001344398357234771,-0.0427341075057889
ARTS1,5.1791146777237614e-05,0.0037308666517919405,0.019525095226949358,0.008369276808099712,-0.00027297267064850945,-0.02812889129766742,-0.037404576677798174,0.027468088091777688,-0.005600583609015906,-0.031729398241415324,-0.01225995293788103,-0.013421464241385996,-0.009556176897577779,-0.023409641147696697,-0.02373076947795608,-0.03098343536004208,0.012482811042225742,-0.002204532960428672,0.04529035970281715,-0.01610087059916677
ASAH2,0.00212533562185642,-0.007157990666739796,-0.018221097663585515,0.008342392915902592,-0.019473776915111842,-0.05467576709139337,0.03504473221031689,-0.027241992472507432,0.01595823410070805,-0.049090365901034355,0.016604480053602825,0.052150452185905936,0.0347938861524737,0.02054747671131602,0.014464487429996637,-0.03661483042046852,-0.006542092131246809,0.004173409197908706,-0.0557279998557416,-0.014108973164448303
ASAHL,-0.042151948730292925,-0.001970728868632213,-0.0195834189702038,-0.0030283179146256118,0.006945538628875058,-0.03658119504722073,0.02413583465425179,0.009191186785076303,-0.011546712494689108,-0.02482492461738411,0.0015694654318665893,0.0017793523854794126,-0.04211548321901031,-0.01231711716256841,0.012543793327115976,-0.01419360860321252,-0.017737168274138675,-0.019440960998630654,-0.006734806303914081,-0.055977727356482966
ASGR1,0.01492446854937331,-0.03229394421605396,0.0012518694187759584,0.008310634274634182,-0.030802129186820428,-0.05000806953113202,-0.04395678323771393,0.010990064797827949,-0.03150919233839365,0.04566339706909827,-0.025351301390534455,-0.0022733670259854548,0.04749154744080166,0.029754110824855063,0.015080538686216362,0.04255208898700337,0.019851944393643427,-0.021788738343422123,-0.009383146385395912,0.0011862490410724424
ASM3A,-0.05189145883386077,-0.02122117317079516,-0.008425574759831083,0.01963288675640811,0.0024386467344983515,0.03712723367396241,-0.03490210274972098,0.03357926916273581,0.052199038611237404,-0.028902318774629874,-0.004086777357373858,-0.010752359042960766,0.022699195536498597,0.006782897353978681,-0.026571399599766943,0.01670125879710437,0.021168259523969824,0.007899649363153172,-0.016026468951168733,0.0021620747381328664
ATP synthase beta chain,-0.01659356851881835,-0.050836038790480514,0.023888530746355958,0.05292536161621151,0.027525350387821,0.013160802160284786,-0.00784953742285593,0.005559731027229007,0.02357699940647809,-0.011509025928646022,-0.0005331339522200963,-0.010799022043053899,-0.008916284936319756,0.0040208788727640055,0.006767152912525703,0.024583972234889576,0.0024674219498730236,-0.015875361073923486,-0.019743975689786853,-0.0005270429077285948
ATS1,0.05262767729605446,-0.026859106944581417,-0.0041196704393253155,0.03431424006698732,-0.0005131774854049606,0.03095009170302693,0.016624196878229653,-0.010558803696634528,-0.014381992142048905,-0.008911729343645793,0.04420935413576549,-0.00611659456200005,0.0021110966275284266,-0.02274202405152503,-0.018390619864930843,-0.007326416195094696,0.007432745403630684,0.01842251954427529,-0.018959393427510966,-0.018241976080474637
ATS13,0.011973869463168774,-0.00793746173228032,0.013073784569487986,-0.005204183445340255,-0.0029127032110197433,-0.018342250883844207,0.006141553615196159,-0.03488982671938573,0.02550277543885632,0.05688407947913059,0.0037518419086155527,0.0048977569089905994,-0.04753145994790539,-0.04905433880314491,0.015641662135761045,0.04044193839716601,0.016163833399235845,0.060648366281305384,0.005363086900560283,-0.029578359196121774
ATS15,-0.03650703646963494,-0.0512400993485568,-0.01775329493949815,0.03341959915643592,0.0012875005752826358,0.015231854485097476,-0.034818245026193115,0.0042679496094306605,0.012984718454841282,0.0008763515428207357,-0.015988160239769993,0.024454508976871944,0.027027860857136973,-0.020877136670493568,-0.009656805196738005,-0.016524707076698033,0.019377482820390358,-0.009115995038430233,0.030854914141904367,0.012823953056090171
AURKB,-0.00804544239584156,-0.03582514427530269,0.058403623573825586,-0.02350736437105222,-0.050335888939681675,0.02123080134055891,0.09767599228779136,0.037297558758888974,-0.03315057890732301,-0.024357324796846897,0.05750176432840052,-0.01870318488096289,-0.015171027491989928,0.023095602530613935,0.0289656337182177,0.02731008777028962,0.012116279633132951,-0.007585179635269848,-0.009956618788333189,-0.04367356524523562
Activated Protein C,-0.01947467137494387,-0.014151431207222773,0.00976033063159624,0.024496629031457565,-0.00980929954828118,-0.005323010045455369,0.0004044202595968867,-0.01562566164599191,0.013092883731447985,0.015458020918786595,0.05070081811561031,0.005361026415326864,0.07153232119553768,-0.033472984738514774,-0.07654459610456911,-0.08740503905939305,0.036300910661423116,0.007109033839736809,0.09398962522557944,0.019382037063013117
Activin A,0.03647402551156548,-0.01775771422280897,-0.025796636944903983,-0.0017734886238426825,-0.002867653333698997,-0.02773839406778035,-0.024411139195279867,0.04715440847638836,-0.020298447117921864,-0.009637485678376762,0.003221013976500796,-0.008542577919327575,-0.004148259661402527,0.00930596178224835,-0.00855720489845998,0.003080985284723166,-0.05219905555394284,0.00760254598539219,0.05114998601680664,-0.012960225121163661
Activin AB,-0.01773394249612738,-0.03248610445283858,0.02137361968090292,0.06050539834109763,0.007026023721859167,0.008893375348731386,-0.014883887257005032,0.001563423519058343,-0.00358129055435527,-0.006175656673062906,-0.009244438331008034,0.009089169729678768,-0.014415417676520015,0.036647039655191394,-0.0076901832619598485,0.007243207213727812,-0.004355610017279867,0.08530089531563871,0.05131262992058575,-0.019488162482579903
Activin RIB,0.003188492223792365,-0.01590456409873947,0.011735842029581407,0.008210914775737297,-0.002026324410816344,0.0066678173937313,-0.017322964554892194,-0.0034594231494626073,-0.012378234329660974,0.03908820369244394,-0.030445836752539757,-0.008931979816959241,-0.023554566843574265,-0.006715205182486822,-0.07238169769388625,0.01732805344222343,0.0031864009837735924,-0.021453885049527954,-0.03254929327091383,0.04782128736766414
Adiponectin,-0.03504063806719792,-0.01694240007590466,-0.0004870139655095897,0.01655579695063283,0.06945159165589734,-0.04428496919014667,0.025311135896084642,-0.03580656050984039,0.011651356647539045,-0.011386264545763938,-0.017621680105823077,-0.05898878276476985,-0.039938165800044646,0.0054958828537628734,0.012967716198797776,-0.002785940596432713,0.024123050046751224,-0.017649265697805158,-0.016301632606170943,-0.00533778678639285
Afamin,0.0024371180609312378,-0.04041724913344567,-0.002129599941288351,-0.014618984167871794,0.009940778954237199,-0.016422577291305127,-0.04784191860897566,0.034315561336982346,-0.007690798509029273,-0.042890585603348096,-0.020256758866837844,0.012179521636169234,0.06271381456656241,0.002074531505068317,-0.013560398048599152,0.0002871750388515341,0.0638224052680479,0.016392116495259026,-0.02196852850728117,-0.03571391192523666
Aflatoxin B1 aldehyde reductase,0.03071691374508779,0.022610673950591704,0.048833625776897614,0.01942824278135387,0.038555508900963244,-0.020900730093255694,-0.008375351441524523,0.026940868674976817,0.006078535948010913,0.03850714918594603,-0.01682990121357337,0.01068134954706666,-0.0017631290402375713,-0.0093268146252943,-0.005186535266667837,0.025319134247892332,0.009461053190017062,-0.009066721169444769,0.04154406918707024,0.050131872640438536
Aggrecan,0.013826105053310675,-0.03125397396110597,-0.033405510145776994,0.029328309690023133,0.010660601663329841,-0.06857515989488357,0.016505498843004656,-0.017937582504649132,-0.014391515125203959,-0.02742046903736046,-0.024187709208051793,-0.010030574574509727,0.0030448848689942918,-0.03357385746028764,-0.029689441988231688,0.021496100829287844,0.004439741296926028,-0.0049769455361539745,0.04960256461277104,0.030831199977916786
Albumin,0.028765858989465345,-0.032447375289566135,-0.03149621266628395,0.026905992789631624,-0.03188703261833972,-0.012923722433030804,0.02896669908624718,-0.030057144025006324,0.023520413288050983,-0.018085831234333515,-0.055660426491884935,-0.05355909401154212,-0.0002751789321829918,-0.009466766397609662,-0.015506180655012865,0.0002932154698381255,0.07672269063708259,0.002843909696423092,-0.00806213242924854,-0.0037055601128993254
"Alkaline phosphatase, bone",-0.010601171640314476,-0.05432907506721361,0.01577823677761328,0.05873080500668643,-0.0015928095098745522,-0.005662191539310202,-0.001450743761492931,0.009214404734245828,0.018232753420090786,-0.01393662161196059,-0.0034199032482072826,-0.012217382261362507,-0.00924564633309781,0.007252226103818594,-0.003216522246018432,0.004909363392458524,-0.011457764836482065,-0.030137358913565775,-0.022950985841081795,-0.0030351242912574185
"Alkaline phosphatase, liver",-0.002475363373193374,-0.010874262150534686,-0.046121645575980356,-0.012964796760722357,-0.01572630075653802,0.07209108375662382,-0.008608523524715726,-0.0006960052349371412,-0.10139512865421883,-0.015533179621885095,-0.06306663113799378,0.0019814449767148385,-0.05753713353773351,-0.01653882238399068,-0.03292216400957061,0.06363866718830147,0.01948784257532804,-0.058361560171182214,-0.005214950691745832,0.02394960245657838
Aminoacylase-1,0.04929285063952637,-0.006351731709213153,0.0329413277883761,0.008971364334047304,-0.009908901804569333,-0.02829186297182605,-0.007971481050158494,-0.005680822848016744,-0.0004484742772877714,-0.019208161077948784,-0.013710572974247727,0.05881585848860582,0.019928553752836132,0.001046200819897732,-0.015034839870115693,0.01862943516399781,-0.00787823764067912,-0.022788820908588723,-0.006075631574391844,-0.011514671525885615
Angiogenin,-0.020002134523939438,-0.02037229572788771,0.015029355742312296,-0.008980828754509904,0.024303281221844244,0.01394523556962337,0.024203482841946126,0.024583893398317885,0.03902983854223408,-0.01840856897159882,0.016548378603402695,0.029380973258740412,-0.06261762459731011,0.04837812564258663,0.0025430377619948016,0.02535856297474875,-0.02940839444204944,0.04002518842383975,-0.02984164327491002,0.09426529467998522
Angiopoietin-1,-0.03629499137372807,0.04010240975668544,-0.0006265912282567081,0.03438125169821662,-0.03205547158568133,-0.027738631985293184,-0.013452319662733015,-0.03442561545034586,0.011264032007723017,-0.027018349937989496,-0.03948801312113595,-0.008269534770460765,-0.011582497765692198,0.019316193029149362,-0.00948934480819605,-0.03439647936145635,0.014223170251090322,-0.010579840243527972,-0.044680175380091856,-0.006620769084933449
Angiopoietin-2,0.037323716196824855,-0.01589769627435026,-0.02641516645591747,0.012332997629744026,-0.029851963613197287,-0.054933159710407284,0.011548834096260221,-0.009567175032772273,0.028129891521715186,-0.016896623671528478,-0.033759972147233794,-0.04415706571721485,-0.0011781690516595444,-0.020115370237964596,0.004905288379173872,0.02638672873720521,0.02128783394313211,0.03529268608925803,-0.011768561020170407,0.010098578299581959
Angiopoietin-4,0.016018875231510778,0.015626973268629045,0.012230367275131939,0.04374876327158345,-0.029451540235319155,-0.002233855165391411,0.0059012140860925846,0.023456752680400223,-0.0009423736517444141,0.013241872614467593,-0.02126147165176194,0.00792152030037354,0.010317346078852417,-0.06891420862708936,-0.05143150481250873,-0.01895351743351769,0.01787041804829485,0.007489063445485296,-0.004565411680471959,0.028878985795121118
Angiostatin,-0.04088839087189658,-0.03142837838005985,-0.005677974973606088,-0.021801147181462543,0.027801774883091324,0.0008819383860889733,0.0017277361382693483,-0.008778852829535538,0.009085397869966405,0.008130240549573073,-0.013814996926154418,0.06101434311512888,-0.0280519822335437,-0.06439571490785068,0.016755683632123566,-0.008499362639283988,-0.014526906874135947,0.026513809085110203,-0.004514960446715706,-0.04330304992193173
Angiotensinogen,-0.051326853531210644,-0.026754650184644235,0.021746134898493044,-0.007934259283236211,0.021416111814498134,0.001423132859220781,-0.04339931225615555,0.01467026718567072,-0.011286972151043857,0.013491981021976397,-0.02473317070949775,0.028238604855244532,0.0003545629281421156,0.014850900334816095,0.004194061586622077,-0.010303447491661004,0.009195450850208156,0.011899270673736433,-0.00415959607468732,-0.012214234312655673
