ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units,Type,SPOT_ID
INHA.25921.3,25921-3,3.0,SL001931,Inhibin a subunit,Inhibin a subunit,P05111,3623,INHA,Human,RFU,Protein,SL001931
LRP5.25922.7,25922-7,3.0,SL007031,Low-density lipoprotein receptor-related protein 5,LRP5,O75197,4041,LRP5,Human,RFU,Protein,SL007031
LDB1.25926.29,25926-29,3.0,SL024264,LIM domain-binding protein 1,LDB1,Q86U70,8861,LDB1,Human,RFU,Protein,SL024264
NEUROG3.25938.13,25938-13,3.0,SL023185,Neurogenin-3,NGN3,Q9Y4Z2,50674,NEUROG3,Human,RFU,Protein,SL023185
OASL.25941.4,25941-4,3.0,SL004391,2'-5'-oligoadenylate synthetase like protein,OA synthetase,Q15646,8638,OASL,Human,RFU,Protein,SL004391
PIK3C3.25947.116,25947-116,3.0,SL024270,Phosphatidylinositol 3-kinase catalytic subunit type 3,PK3C3,Q8NEB9,5289,PIK3C3,Human,RFU,Protein,SL024270
PKN2.25948.18,25948-18,3.0,SL006548,Serine/threonine-protein kinase N2,PKN2,Q16513,5586,PKN2,Human,RFU,Protein,SL006548
PLCD3.25949.3,25949-3,3.0,SL024271,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",PLCD3,Q8N3E9,113026,PLCD3,Human,RFU,Protein,SL024271
PRAME.25951.17,25951-17,3.0,SL005014,Preferentially expressed antigen of melanoma,PRAME,P78395,23532,PRAME,Human,RFU,Protein,SL005014
PTPRN.25954.3,25954-3,3.0,SL009208,Receptor-type tyrosine-protein phosphatase-like N,PTPRN,Q16849,5798,PTPRN,Human,RFU,Protein,SL009208
RAPGEF1.25956.9,25956-9,3.0,SL024272,Rap guanine nucleotide exchange factor 1,RPGF1,Q13905,2889,RAPGEF1,Human,RFU,Protein,SL024272
SRY.25957.5,25957-5,3.0,SL024276,Sex-determining region Y protein,SRY,Q05066,6736,SRY,Human,RFU,Protein,SL024276
PLS3.25960.15,25960-15,3.0,SL006111,Plastin-3,T-plastin,P13797,5358,PLS3,Human,RFU,Protein,SL006111
WNK1.25962.51,25962-51,3.0,SL010974,Serine/threonine-protein kinase WNK1,WNK1,Q9H4A3,65125,WNK1,Human,RFU,Protein,SL010974
XPO5.25963.2,25963-2,3.0,SL023237,Exportin-5,XPO5,Q9HAV4,57510,XPO5,Human,RFU,Protein,SL023237
C1QTNF4.25964.12,25964-12,3.0,SL012817,Complement C1q tumor necrosis factor-related protein 4,C1QT4,Q9BXJ3,114900,C1QTNF4,Human,RFU,Protein,SL012817
TIMP1.25967.34,25967-34,3.0,SL000591,Metalloproteinase inhibitor 1,TIMP-1,P01033,7076,TIMP1,Human,RFU,Protein,SL000591
VEGFA.2597.8,2597-8,3.0,SL000002,Vascular endothelial growth factor A,VEGF,P15692,7422,VEGFA,Human,RFU,Protein,SL000002
TNFRSF9.2598.9,2598-9,3.0,SL004126,Tumor necrosis factor receptor superfamily member 9,4-1BB,Q07011,3604,TNFRSF9,Human,RFU,Protein,SL004126
TNFSF9.2599.51,2599-51,2.0,SL003735,Tumor necrosis factor ligand superfamily member 9,4-1BB ligand,P41273,8744,TNFSF9,Human,RFU,Protein,SL003735
ANGPT2.2602.2,2602-2,2.0,SL001996,Angiopoietin-2,Angiopoietin-2,O15123,285,ANGPT2,Human,RFU,Protein,SL001996
CD80.2603.61,2603-61,2.0,SL003738,T-lymphocyte activation antigen CD80,B7,P33681,941,CD80,Human,RFU,Protein,SL003738
TNFRSF8.2605.49,2605-49,2.0,SL004180,Tumor necrosis factor receptor superfamily member 8,CD30,P28908,943,TNFRSF8,Human,RFU,Protein,SL004180
CRLF1.CLCF1.2607.54,2607-54,2.0,SL004692,Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex,CLF-1/CLC Complex,O75462|Q9UBD9,9244|23529,CRLF1|CLCF1,Human,RFU,Protein,SL004692
CST3.2609.59,2609-59,2.0,SL001777,Cystatin-C,Cystatin C,P01034,1471,CST3,Human,RFU,Protein,SL001777
TYRO3.2611.72,2611-72,2.0,SL004136,Tyrosine-protein kinase receptor TYRO3,Dtk,Q06418,7301,TYRO3,Human,RFU,Protein,SL004136
EIF5.2612.5,2612-5,2.0,SL004759,Eukaryotic translation initiation factor 5,eIF-5,P55010,1983,EIF5,Human,RFU,Protein,SL004759
EFNA4.2614.28,2614-28,2.0,SL004140,Ephrin-A4,Ephrin-A4,P52798,1945,EFNA4,Human,RFU,Protein,SL004140
EFNA5.2615.60,2615-60,2.0,SL004141,Ephrin-A5,Ephrin-A5,P52803,1946,EFNA5,Human,RFU,Protein,SL004141
ERBB2.2616.23,2616-23,18.0,SL000009,Receptor tyrosine-protein kinase erbB-2,ERBB2,P04626,2064,ERBB2,Human,RFU,Protein,SL000009
ERBB3.2617.56,2617-56,35.0,SL002519,Receptor tyrosine-protein kinase erbB-3,ERBB3,P21860,2065,ERBB3,Human,RFU,Protein,SL002519
ERBB4.2618.10,2618-10,2.0,SL003803,Receptor tyrosine-protein kinase erbB-4,ERBB4,Q15303,2066,ERBB4,Human,RFU,Protein,SL003803
TACSTD2.2619.72,2619-72,2.0,SL001890,Tumor-associated calcium signal transducer 2,GA733-1 protein,P09758,4070,TACSTD2,Human,RFU,Protein,SL001890
IL6ST.2620.4,2620-4,2.0,SL003872,Interleukin-6 receptor subunit beta,"gp130, soluble",P40189,3572,IL6ST,Human,RFU,Protein,SL003872
HMOX2.2622.18,2622-18,1.0,SL004751,Heme oxygenase 2,HO-2,P30519,3163,HMOX2,Human,RFU,Protein,SL004751
HSP90AA1.2625.53,2625-53,4.0,SL000453,Hsp90alpha,HSP 90a,P07900,3320,HSP90AA1,Human,RFU,Protein,SL000453
IL1RAP.2630.12,2630-12,2.0,SL004588,Interleukin-1 Receptor accessory protein,IL-1 R AcP,Q9NPH3,3556,IL1RAP,Human,RFU,Protein,SL004588
IL10RB.2631.50,2631-50,2.0,SL004147,Interleukin-10 receptor subunit beta,IL-10 Rb,Q08334,3588,IL10RB,Human,RFU,Protein,SL004147
IL12RB1.2632.5,2632-5,2.0,SL004148,Interleukin-12 receptor subunit beta-1,IL-12 Rb1,P42701,3594,IL12RB1,Human,RFU,Protein,SL004148
IL13RA1.2633.52,2633-52,2.0,SL004149,Interleukin-13 receptor subunit alpha-1,IL-13 Ra1,P78552,3597,IL13RA1,Human,RFU,Protein,SL004149
IL2RG.2634.2,2634-2,2.0,SL003307,Cytokine receptor common subunit gamma,IL-2 sRg,P31785,3561,IL2RG,Human,RFU,Protein,SL003307
LAYN.2635.61,2635-61,2.0,SL004646,Layilin,Layilin,Q6UX15,143903,LAYN,Human,RFU,Protein,SL004646
LTBR.2636.10,2636-10,2.0,SL000509,Tumor necrosis factor receptor superfamily member 3,Lymphotoxin b R,P36941,4055,LTBR,Human,RFU,Protein,SL000509
MRC1.2637.77,2637-77,2.0,SL004579,Macrophage mannose receptor 1,Macrophage mannose receptor,P22897,4360,MRC1,Human,RFU,Protein,SL004579
CSF1R.2638.12,2638-12,2.0,SL004153,Macrophage colony-stimulating factor 1 receptor,M-CSF R,P07333,1436,CSF1R,Human,RFU,Protein,SL004153
MST1R.2640.3,2640-3,2.0,SL004637,Macrophage-stimulating protein receptor,MSP R,Q04912,4486,MST1R,Human,RFU,Protein,SL004637
PAFAH1B2.2642.4,2642-4,1.0,SL004760,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH beta subunit,P68402,5049,PAFAH1B2,Human,RFU,Protein,SL004760
CDH3.2643.57,2643-57,2.0,SL004183,Cadherin-3,P-Cadherin,P22223,1001,CDH3,Human,RFU,Protein,SL004183
PRKCA.2644.11,2644-11,2.0,SL000551,Protein kinase C alpha type,PKC-A,P17252,5578,PRKCA,Human,RFU,Protein,SL000551
PRKCZ.2645.54,2645-54,1.0,SL000557,Protein kinase C zeta type,PKC-Z,Q05513,5590,PRKCZ,Human,RFU,Protein,SL000557
GDI2.2647.66,2647-66,2.0,SL003648,Rab GDP dissociation inhibitor beta,Rab GDP dissociation inhibitor beta,P50395,2665,GDI2,Human,RFU,Protein,SL003648
ICAM3.2649.77,2649-77,2.0,SL003178,Intercellular adhesion molecule 3,sICAM-3,P32942,3385,ICAM3,Human,RFU,Protein,SL003178
PLAUR.2652.15,2652-15,1.0,SL002506,Urokinase plasminogen activator surface receptor,suPAR,Q03405,5329,PLAUR,Human,RFU,Protein,SL002506
TNFRSF1A.2654.19,2654-19,1.0,SL001992,Tumor necrosis factor receptor superfamily member 1A,TNF sR-I,P19438,7132,TNFRSF1A,Human,RFU,Protein,SL001992
NTRK3.2658.27,2658-27,1.0,SL004639,NT-3 growth factor receptor,TrkC,Q16288,4916,NTRK3,Human,RFU,Protein,SL004639
TNFRSF17.2665.26,2665-26,2.0,SL004672,Tumor necrosis factor receptor superfamily member 17,BCMA,Q02223,608,TNFRSF17,Human,RFU,Protein,SL004672
DCN.2666.53,2666-53,2.0,SL004081,Decorin,Bone proteoglycan II,P07585,1634,DCN,Human,RFU,Protein,SL004081
CAPN1.CAPNS1.2668.70,2668-70,2.0,SL000337,Calpain I,Calpain I,P07384|P04632,823|826,CAPN1|CAPNS1,Human,RFU,Protein,SL000337
CKM.2670.67,2670-67,4.0,SL000383,Creatine kinase M-type,CK-MM,P06732,1158,CKM,Human,RFU,Protein,SL000383
EGFR.2677.1,2677-1,1.0,SL002644,Epidermal growth factor receptor,ERBB1,P00533,1956,EGFR,Human,RFU,Protein,SL002644
HGF.2681.23,2681-23,2.0,SL000441,Hepatocyte growth factor,HGF,P14210,3082,HGF,Human,RFU,Protein,SL000441
HSPD1.2682.68,2682-68,1.0,SL000450,"60 kDa heat shock protein, mitochondrial",HSP 60,P10809,3329,HSPD1,Human,RFU,Protein,SL000450
C3.2683.1,2683-1,2.0,SL000456,"Complement C3b, inactivated",iC3b,P01024,718,C3,Human,RFU,Protein,SL000456
IGFBP5.2685.21,2685-21,2.0,SL004676,Insulin-like growth factor-binding protein 5,IGFBP-5,P24593,3488,IGFBP5,Human,RFU,Protein,SL004676
IGFBP6.2686.67,2686-67,2.0,SL005172,Insulin-like growth factor-binding protein 6,IGFBP-6,P24592,3489,IGFBP6,Human,RFU,Protein,SL005172
MIA.2687.2,2687-2,1.0,SL001947,Melanoma-derived growth regulatory protein,MIA,Q16674,8190,MIA,Human,RFU,Protein,SL001947
PLA2G2A.2692.74,2692-74,2.0,SL002528,"Phospholipase A2, membrane associated",NPS-PLA2,P14555,5320,PLA2G2A,Human,RFU,Protein,SL002528
OSM.2693.20,2693-20,3.0,SL000530,Oncostatin-M,OSM,P13725,5008,OSM,Human,RFU,Protein,SL000530
PECAM1.2695.25,2695-25,1.0,SL001721,Platelet endothelial cell adhesion molecule,PECAM-1,P16284,5175,PECAM1,Human,RFU,Protein,SL001721
PSPN.2696.87,2696-87,2.0,SL004685,Persephin,Persephin,O60542,5623,PSPN,Human,RFU,Protein,SL004685
PF4.2697.7,2697-7,2.0,SL003041,Platelet factor 4,PF-4,P02776,5196,PF4,Human,RFU,Protein,SL003041
PROS1.2700.56,2700-56,2.0,SL000049,Vitamin K-dependent protein S,Protein S,P07225,5627,PROS1,Human,RFU,Protein,SL000049
TNFRSF13B.2704.74,2704-74,1.0,SL004364,Tumor necrosis factor receptor superfamily member 13B,TACI,O14836,23495,TNFRSF13B,Human,RFU,Protein,SL004364
CCL25.2705.5,2705-5,2.0,SL003197,C-C motif chemokine 25,TECK,O15444,6370,CCL25,Human,RFU,Protein,SL003197
SERPINA7.2706.69,2706-69,2.0,SL000590,Thyroxine-binding globulin,Thyroxine-Binding Globulin,P05543,6906,SERPINA7,Human,RFU,Protein,SL000590
TNFSF18.2708.54,2708-54,2.0,SL004326,Tumor necrosis factor ligand superfamily member 18,TNFSF18,Q9UNG2,8995,TNFSF18,Human,RFU,Protein,SL004326
CNTFR.2711.6,2711-6,2.0,SL005153,Ciliary neurotrophic factor receptor subunit alpha,CNTFR alpha,P26992,1271,CNTFR,Human,RFU,Protein,SL005153
AIMP1.2714.78,2714-78,2.0,SL003334,Endothelial monocyte-activating polypeptide 2,EMAP-2,Q12904,9255,AIMP1,Human,RFU,Protein,SL003334
EPOR.2715.25,2715-25,2.0,SL005159,Erythropoietin receptor,EPO-R,P19235,2057,EPOR,Human,RFU,Protein,SL005159
CSF3R.2719.3,2719-3,4.0,SL004591,Granulocyte colony-stimulating factor receptor,G-CSF-R,Q99062,1441,CSF3R,Human,RFU,Protein,SL004591
IL37.2723.9,2723-9,2.0,SL005178,Interleukin-37,IL-1F7,Q9NZH6,27178,IL37,Human,RFU,Protein,SL005178
TNC.2728.62,2728-62,2.0,SL003198,Tenascin,Tenascin,P24821,3371,TNC,Human,RFU,Protein,SL003198
MICA.2730.58,2730-58,2.0,SL005199,MHC class I polypeptide-related sequence A,MICA,Q29983,100507436,MICA,Human,RFU,Protein,SL005199
POR.2731.29,2731-29,2.0,SL000528,NADPH--cytochrome P450 reductase,NADPH-P450 Oxidoreductase,P16435,5447,POR,Human,RFU,Protein,SL000528
NANOG.2732.58,2732-58,3.0,SL005235,Homeobox protein NANOG,NANOG,Q9H9S0,79923,NANOG,Human,RFU,Protein,SL005235
NCR2.2734.49,2734-49,4.0,SL005206,Natural cytotoxicity triggering receptor 2,NKp44,O95944,9436,NCR2,Human,RFU,Protein,SL005206
CCN3.2737.22,2737-22,2.0,SL005236,Protein NOV homolog,NovH,P48745,4856,CCN3,Human,RFU,Protein,SL005236
SIGLEC6.2741.22,2741-22,2.0,SL005217,Sialic acid-binding Ig-like lectin 6,Siglec-6,O43699,946,SIGLEC6,Human,RFU,Protein,SL005217
SIGLEC7.2742.68,2742-68,2.0,SL005218,Sialic acid-binding Ig-like lectin 7,Siglec-7,Q9Y286,27036,SIGLEC7,Human,RFU,Protein,SL005218
SHH.2743.5,2743-5,2.0,SL005220,Sonic hedgehog protein,Sonic Hedgehog,Q15465,6469,SHH,Human,RFU,Protein,SL005220
IGHG1.2744.57,2744-57,2.0,SL000467,Immunoglobulin G,IgG,P01857,3500 3501  3502 3503  50802 3535,IGHG1,Human,RFU,Protein,SL000467
CRLF2.2746.56,2746-56,1.0,SL005226,Cytokine receptor-like factor 2,TSLP R,Q9HC73,64109,CRLF2,Human,RFU,Protein,SL005226
ULBP3.2747.3,2747-3,2.0,SL005229,NKG2D ligand 3,ULBP-3,Q9BZM4,79465,ULBP3,Human,RFU,Protein,SL005229
INHBA.2748.3,2748-3,2.0,SL001938,Activin A,Activin A,P08476,3624,INHBA,Human,RFU,Protein,SL001938
APOA1.2750.3,2750-3,2.0,SL000019,Apolipoprotein A-I,Apo A-I,P02647,335,APOA1,Human,RFU,Protein,SL000019
AZU1.2751.16,2751-16,2.0,SL004589,Azurocidin,Azurocidin,P20160,566,AZU1,Human,RFU,Protein,SL004589
GDF5.2752.62,2752-62,2.0,SL004329,Growth/differentiation factor 5,BMP-14,P43026,8200,GDF5,Human,RFU,Protein,SL004329
C1QA.C1QB.C1QC.2753.2,2753-2,2.0,SL000309,Complement C1q subcomponent,C1q,P02745|P02746|P02747,712|713|714,C1QA|C1QB|C1QC,Human,RFU,Protein,SL000309
C3.2754.50,2754-50,2.0,SL000312,Complement C3,C3,P01024,718,C3,Human,RFU,Protein,SL000312
C3.2755.8,2755-8,2.0,SL003220,C3a anaphylatoxin des Arginine,C3adesArg,P01024,718,C3,Human,RFU,Protein,SL003220
FAM107A.2760.2,2760-2,2.0,SL004752,Protein FAM107A,DRR1,O95990,11170,FAM107A,Human,RFU,Protein,SL004752
FGF18.2761.49,2761-49,2.0,SL004336,Fibroblast growth factor 18,FGF-18,O76093,8817,FGF18,Human,RFU,Protein,SL004336
FGF19.2762.30,2762-30,2.0,SL004337,Fibroblast growth factor 19,FGF-19,O95750,9965,FGF19,Human,RFU,Protein,SL004337
FGF20.2763.66,2763-66,2.0,SL004338,Fibroblast growth factor 20,FGF-20,Q9NP95,26281,FGF20,Human,RFU,Protein,SL004338
GDF11.MSTN.2765.4,2765-4,3.0,SL021043,Growth/differentiation factor 11/8,GDF-11/8,O95390|O14793,10220|2660,GDF11|MSTN,Human,RFU,Protein,SL021043
HPX.2768.56,2768-56,2.0,SL000440,Hemopexin,Hemopexin,P02790,3263,HPX,Human,RFU,Protein,SL000440
rev.2769.3,2769-3,2.0,SL000445,Protein Rev_HV2BE,HIV-2 Rev,P18093,1724716,rev,HIV-2,RFU,Protein,SL000445
CCL1.2770.51,2770-51,2.0,SL003176,C-C motif chemokine 1,I-309,P22362,6346,CCL1,Human,RFU,Protein,SL003176
IGFBP1.2771.35,2771-35,2.0,SL000462,Insulin-like growth factor-binding protein 1,IGFBP-1,P08833,3484,IGFBP1,Human,RFU,Protein,SL000462
IL10.2773.50,2773-50,2.0,SL001717,Interleukin-10,IL-10,P22301,3586,IL10,Human,RFU,Protein,SL001717
IL16.2774.10,2774-10,3.0,SL000474,Interleukin-16,IL-16,Q14005,3603,IL16,Human,RFU,Protein,SL000474
IL17F.2775.54,2775-54,2.0,SL004352,Interleukin-17F,IL-17F,Q96PD4,112744,IL17F,Human,RFU,Protein,SL004352
IL22.2778.10,2778-10,2.0,SL004347,Interleukin-22,IL-22,Q9GZX6,50616,IL22,Human,RFU,Protein,SL004347
LTF.2780.35,2780-35,2.0,SL000496,Lactotransferrin,Lactoferrin,P02788,4057,LTF,Human,RFU,Protein,SL000496
CCL4L1.2781.63,2781-63,2.0,SL004356,C-C motif chemokine 4-like,LAG-1,Q8NHW4,388372,CCL4L1,Human,RFU,Protein,SL004356
CCL3L1.2783.18,2783-18,2.0,SL004355,C-C motif chemokine 3-like 1,LD78-beta,P16619,414062,CCL3L1,Human,RFU,Protein,SL004355
CCL8.2785.15,2785-15,2.0,SL000515,C-C motif chemokine 8,MCP-2,P80075,6355,CCL8,Human,RFU,Protein,SL000515
MMP3.2788.55,2788-55,1.0,SL000524,Stromelysin-1,MMP-3,P08254,4314,MMP3,Human,RFU,Protein,SL000524
MMP7.2789.26,2789-26,2.0,SL000525,Matrilysin,MMP-7,P09237,4316,MMP7,Human,RFU,Protein,SL000525
PPBP.2790.54,2790-54,2.0,SL003191,Neutrophil-activating peptide 2,NAP-2,P02775,5473,PPBP,Human,RFU,Protein,SL003191
SOD1.2794.60,2794-60,2.0,SL000581,Superoxide dismutase [Cu-Zn],SOD,P00441,6647,SOD1,Human,RFU,Protein,SL000581
FGA.FGB.FGG.2796.62,2796-62,2.0,SL000424,Fibrinogen,Fibrinogen,P02671|P02675|P02679,2243|2244|2266,FGA|FGB|FGG,Human,RFU,Protein,SL000424
APOB.2797.56,2797-56,2.0,SL000020,Apolipoprotein B,Apo B,P04114,338,APOB,Human,RFU,Protein,SL000020
ACE2.2805.6,2805-6,2.0,SL004415,Angiotensin-converting enzyme 2,ACE2,Q9BYF1,59272,ACE2,Human,RFU,Protein,SL004415
ACVR1B.2806.49,2806-49,2.0,SL004128,Activin receptor type-1B,Activin RIB,P36896,91,ACVR1B,Human,RFU,Protein,SL004128
ADAMTS4.2809.25,2809-25,2.0,SL004625,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS-4,O75173,9507,ADAMTS4,Human,RFU,Protein,SL004625
ANGPT1.2811.27,2811-27,1.0,SL001995,Angiopoietin-1,Angiopoietin-1,Q15389,284,ANGPT1,Human,RFU,Protein,SL001995
AGRP.2813.11,2813-11,2.0,SL006924,Agouti-related protein,ART,O00253,181,AGRP,Human,RFU,Protein,SL006924
BCAM.2816.50,2816-50,2.0,SL001902,Basal Cell Adhesion Molecule,BCAM,P50895,4059,BCAM,Human,RFU,Protein,SL001902
CDH5.2819.23,2819-23,2.0,SL002081,Cadherin-5,Cadherin-5,P33151,1003,CDH5,Human,RFU,Protein,SL002081
ADGRE5.2822.56,2822-56,2.0,SL004726,CD97 antigen,CD97,P48960,976,ADGRE5,Human,RFU,Protein,SL004726
COMMD7.2823.7,2823-7,1.0,SL004704,COMM domain-containing protein 7,COMMD7,Q86VX2,149951,COMMD7,Human,RFU,Protein,SL004704
EDA.2826.53,2826-53,2.0,SL004644,"Ectodysplasin-A, secreted form",EDA,Q92838,1896,EDA,Human,RFU,Protein,SL004644
CX3CL1.2827.23,2827-23,2.0,SL000427,Fractalkine,Fractalkine/CX3CL-1,P78423,6376,CX3CL1,Human,RFU,Protein,SL000427
SPINT1.2828.82,2828-82,2.0,SL004645,Kunitz-type protease inhibitor 1,HAI-1,O43278,6692,SPINT1,Human,RFU,Protein,SL004645
IL27.EBI3.2829.19,2829-19,2.0,SL006915,Interleukin-27,IL-27,Q8NEV9|Q14213,246778|10148,IL27|EBI3,Human,RFU,Protein,SL006915
KLK11.2831.29,2831-29,1.0,SL002763,Kallikrein-11,Kallikrein 11,Q9UBX7,11012,KLK11,Human,RFU,Protein,SL002763
KLK4.2833.20,2833-20,1.0,SL003800,Kallikrein-4,Kallikrein 4,Q9Y5K2,9622,KLK4,Human,RFU,Protein,SL003800
KLK8.2834.54,2834-54,1.0,SL003915,Kallikrein-8,kallikrein 8,O60259,11202,KLK8,Human,RFU,Protein,SL003915
XRCC6.2835.1,2835-1,4.0,SL004301,X-ray repair cross-complementing protein 6,Ku70,P12956,2547,XRCC6,Human,RFU,Protein,SL004301
LCN2.2836.68,2836-68,2.0,SL000695,Neutrophil gelatinase-associated lipocalin,Lipocalin 2,P80188,3934,LCN2,Human,RFU,Protein,SL000695
MET.2837.3,2837-3,2.0,SL000134,Hepatocyte growth factor receptor,Met,P08581,4233,MET,Human,RFU,Protein,SL000134
MMP17.2838.53,2838-53,1.0,SL003332,Matrix metalloproteinase-17,MMP-17,Q9ULZ9,4326,MMP17,Human,RFU,Protein,SL003332
TNFSF4.2839.2,2839-2,1.0,SL004649,Tumor necrosis factor ligand superfamily member 4,OX40 Ligand,P23510,7292,TNFSF4,Human,RFU,Protein,SL004649
FRZB.2841.13,2841-13,2.0,SL004650,Secreted frizzled-related protein 3,sFRP-3,Q92765,2487,FRZB,Human,RFU,Protein,SL004650
SPINT2.2843.13,2843-13,2.0,SL001897,Kunitz-type protease inhibitor 2,SPINT2,O43291,10653,SPINT2,Human,RFU,Protein,SL001897
TIE1.2844.53,2844-53,2.0,SL003199,"Tyrosine-protein kinase receptor Tie-1, soluble",sTie-1,P35590,7075,TIE1,Human,RFU,Protein,SL003199
RPS27A.2846.24,2846-24,2.0,SL000605,"Ubiquitin+1, truncated mutation for UbB",Ubiquitin+1,P62979,6233,RPS27A,Human,RFU,Protein,SL000605
WIF1.2848.2,2848-2,2.0,SL004652,Wnt inhibitory factor 1,WIF-1,Q9Y5W5,11197,WIF1,Human,RFU,Protein,SL004652
AIF1.2849.49,2849-49,1.0,SL004768,Allograft inflammatory factor 1,AIF1,P55008,199,AIF1,Human,RFU,Protein,SL004768
C5.2851.63,2851-63,3.0,SL000320,C5a anaphylatoxin,C5a,P01031,727,C5,Human,RFU,Protein,SL000320
CHEK1.2853.68,2853-68,2.0,SL006911,Serine/threonine-protein kinase Chk1,CHK1,O14757,1111,CHEK1,Human,RFU,Protein,SL006911
MAPK3.2855.49,2855-49,2.0,SL000409,Mitogen-activated protein kinase 3,ERK-1,P27361,5595,MAPK3,Human,RFU,Protein,SL000409
NR3C1.2857.70,2857-70,2.0,SL006914,Glucocorticoid receptor,Glucocorticoid receptor,P04150,2908,NR3C1,Human,RFU,Protein,SL006914
HAT1.2858.29,2858-29,2.0,SL004725,Histone acetyltransferase type B catalytic subunit,Hat1,O14929,8520,HAT1,Human,RFU,Protein,SL004725
HDAC8.2859.69,2859-69,2.0,SL004723,Histone deacetylase 8,HDAC8,Q9BY41,55869,HDAC8,Human,RFU,Protein,SL004723
KPNA2.2860.19,2860-19,2.0,SL004718,Importin subunit alpha-1,Karyopherin-a2,P52292,3838,KPNA2,Human,RFU,Protein,SL004718
MAP2K1.2864.2,2864-2,3.0,SL003793,Dual specificity mitogen-activated protein kinase kinase 1,MEK1,Q02750,5604,MAP2K1,Human,RFU,Protein,SL003793
AKT1.2867.52,2867-52,2.0,SL003721,RAC-alpha serine/threonine-protein kinase,PKB,P31749,207,AKT1,Human,RFU,Protein,SL003721
PRKCD.2869.68,2869-68,3.0,SL000554,Protein kinase C delta type,PKC-D,Q05655,5580,PRKCD,Human,RFU,Protein,SL000554
RAC1.2870.29,2870-29,2.0,SL004009,Ras-related C3 botulinum toxin substrate 1,RAC1,P63000,5879,RAC1,Human,RFU,Protein,SL004009
RAD51.2871.73,2871-73,2.0,SL006922,DNA repair protein RAD51 homolog 1,RAD51,Q06609,5888,RAD51,Human,RFU,Protein,SL006922
TBP.2875.15,2875-15,2.0,SL006923,TATA-box-binding protein,TBP,P20226,6908,TBP,Human,RFU,Protein,SL006923
TOP1.2876.74,2876-74,2.0,SL004305,DNA topoisomerase 1,Topoisomerase I,P11387,7150,TOP1,Human,RFU,Protein,SL004305
UBE2I.2877.3,2877-3,1.0,SL004306,SUMO-conjugating enzyme UBC9,UBC9,P63279,7329,UBE2I,Human,RFU,Protein,SL004306
YES1.2878.66,2878-66,2.0,SL006372,Tyrosine-protein kinase Yes,YES,P07947,7525,YES1,Human,RFU,Protein,SL006372
SERPINA3.2879.9,2879-9,2.0,SL000248,Alpha-1-antichymotrypsin,a1-Antichymotrypsin,P01011,12,SERPINA3,Human,RFU,Protein,SL000248
C7.2888.49,2888-49,2.0,SL000323,Complement component C7,C7,P10643,730,C7,Human,RFU,Protein,SL000323
CTF1.2889.37,2889-37,2.0,SL002783,Cardiotrophin-1,Cardiotrophin-1,Q16619,1489,CTF1,Human,RFU,Protein,SL002783
CCL28.2890.59,2890-59,2.0,SL003303,C-C motif chemokine 28,CCL28,Q9NRJ3,56477,CCL28,Human,RFU,Protein,SL003303
CD22.2891.1,2891-1,3.0,SL004330,B-cell receptor CD22,CD22,P20273,933,CD22,Human,RFU,Protein,SL004330
CCL14.2900.53,2900-53,3.0,SL003329,C-C motif chemokine 14,HCC-1,Q16627,6358,CCL14,Human,RFU,Protein,SL003329
IL4.2906.55,2906-55,3.0,SL000480,Interleukin-4,IL-4,P05112,3565,IL4,Human,RFU,Protein,SL000480
MDK.2911.27,2911-27,2.0,SL002621,Midkine,Midkine,P21741,4192,MDK,Human,RFU,Protein,SL002621
CCL23.2913.1,2913-1,2.0,SL003302,C-C motif chemokine 23,MPIF-1,P55773,6368,CCL23,Human,RFU,Protein,SL003302
PCNA.2915.6,2915-6,2.0,SL000131,Proliferating cell nuclear antigen,PCNA,P12004,5111,PCNA,Human,RFU,Protein,SL000131
TNFSF11.2917.3,2917-3,2.0,SL002541,Tumor necrosis factor ligand superfamily member 11,sRANKL,O14788,8600,TNFSF11,Human,RFU,Protein,SL002541
SERPINE1.2925.9,2925-9,1.0,SL000006,Plasminogen activator inhibitor 1,PAI-1,P05121,5054,SERPINE1,Human,RFU,Protein,SL000006
APOE.2937.10,2937-10,2.0,SL004668,Apolipoprotein E (isoform E3),Apo E3,P02649,348,APOE,Human,RFU,Protein,SL004668
APOE.2938.55,2938-55,2.0,SL004669,Apolipoprotein E (isoform E4),Apo E4,P02649,348,APOE,Human,RFU,Protein,SL004669
ARTN.2939.10,2939-10,2.0,SL004670,Artemin,Artemin,Q5T4W7,9048,ARTN,Human,RFU,Protein,SL004670
CYCS.2942.50,2942-50,2.0,SL000396,Cytochrome c,Cytochrome c,P99999,54205,CYCS,Human,RFU,Protein,SL000396
CYP3A4.2943.5,2943-5,2.0,SL000398,Cytochrome P450 3A4,Cytochrome P450 3A4,P08684,1576,CYP3A4,Human,RFU,Protein,SL000398
