"hyperedge_id","protein_id"
"14-3-3","CLM6"
"14-3-3","CNTF"
"14-3-3","CNTFR alpha"
"14-3-3","CNTN2"
"14-3-3","CO8A1"
"14-3-3","COLEC12"
"14-3-3","COX-2"
"14-3-3","CRDL1"
"14-3-3","CRIS3"
"14-3-3","CRK"
"14-3-3","CRTAM"
"14-3-3","CS084"
"14-3-3","CSF-1"
"14-3-3","CSK"
"14-3-3","CSK21"
"14-3-3","CTACK"
"14-3-3","CTGF"
"14-3-3","CTLA-4"
"14-3-3","CYTF"
"14-3-3","CaMKK alpha"
"14-3-3","Cadherin-2"
"14-3-3","Cadherin-5"
"14-3-3","Cadherin-6"
"14-3-3","Calcineurin"
"14-3-3","Calcineurin B a"
"14-3-3","Calpain I"
"14-3-3","Carbonic Anhydrase X"
"14-3-3","Carbonic anhydrase 9"
"14-3-3","Carbonic anhydrase I"
"14-3-3","Carbonic anhydrase VII"
"14-3-3","Cardiotrophin-1"
"14-3-3","Caspase-10"
"14-3-3","Caspase-2"
"14-3-3","Caspase-3"
"14-3-3","Cathepsin B"
"14-3-3","Cathepsin D"
"14-3-3","Cathepsin G"
"14-3-3","Chk2"
"14-3-3","Chymase"
"14-3-3","Coagulation Factor IX"
"14-3-3","Coagulation Factor IXab"
"14-3-3","Coagulation Factor V"
"14-3-3","Coagulation Factor X"
"14-3-3","Coagulation Factor XI"
"14-3-3","Coagulation Factor Xa"
"14-3-3","Contactin-4"
"14-3-3","Contactin-5"
"14-3-3","Corticotropin-lipotropin"
"14-3-3","Cripto"
"14-3-3","Cyclin B1"
"14-3-3","Cyclophilin A"
"14-3-3","Cyclophilin F"
"14-3-3","Cystatin C"
"14-3-3","Cystatin M"
"14-3-3","Cytochrome P450 3A4"
"14-3-3","D-dimer"
"14-3-3","DAF"
"14-3-3","DAN"
"14-3-3","DBNL"
"14-3-3","DC-SIGNR"
"14-3-3","DKK1"
"14-3-3","DKK3"
"14-3-3","DLC8"
"14-3-3","DLL1"
"14-3-3","DLL4"
"14-3-3","DMP1"
"14-3-3","DPP2"
"14-3-3","DR6"
"14-3-3","DRAK2"
"14-3-3","DRR1"
"14-3-3","DSC3"
"14-3-3","DUS3"
"14-3-3","DYRK3"
"14-3-3","DcR3"
"14-3-3","Desmoglein-2"
"14-3-3","Dkk-4"
"14-3-3","Dtk"
"14-3-3","Dynactin subunit 2"
"14-3-3","ECM1"
"14-3-3","EDA"
"14-3-3","EG-VEGF"
"14-3-3","EGFRvIII"
"14-3-3","EMAP-2"
"14-3-3","EMR2"
"14-3-3","ENA-78"
"14-3-3","ENTP5"
"14-3-3","EPHA3"
"14-3-3","EPHAA"
"14-3-3","EPHB2"
"14-3-3","EPO-R"
"14-3-3","ER"
"14-3-3","ERBB1"
"14-3-3","ERBB2"
"14-3-3","ERBB3"
"14-3-3","ERBB4"
"14-3-3","ES1"
"14-3-3","ETHE1"
"14-3-3","Endoglin"
"14-3-3","Endothelin-converting enzyme 1"
"14-3-3","Enterokinase"
"14-3-3","Eotaxin-2"
"14-3-3","EphA5"
"14-3-3","EphB4"
"14-3-3","EphB6"
"14-3-3","Ephrin-A4"
"14-3-3","Ephrin-A5"
"14-3-3","Ephrin-B3"
"14-3-3","Epithelial cell kinase"
"14-3-3","F229A"
"14-3-3","FABPE"
"14-3-3","FAK1"
"14-3-3","FAM107B"
"14-3-3","FCAR"
"14-3-3","FCG2A/B"
"14-3-3","FCG3B"
"14-3-3","FCGR1"
"14-3-3","FCRL3"
"14-3-3","FGF-10"
"14-3-3","FGF-12"
"14-3-3","FGF-17"
"14-3-3","FGF-18"
"14-3-3","FGF-20"
"14-3-3","FGF-4"
"14-3-3","FGF-5"
"14-3-3","FGF-8"
"14-3-3","FGF-8A"
"14-3-3","FGF-8B"
"14-3-3","FGF-8F"
"14-3-3","FGF9"
"14-3-3","FGFR-2"
"14-3-3","FGFR-3"
"14-3-3","FGFR4"
"14-3-3","FLRT1"
"14-3-3","FN1.2"
"14-3-3","FN1.3"
"14-3-3","FN1.4"
"14-3-3","FSH"
"14-3-3","FST"
"14-3-3","FSTL3"
"14-3-3","FUT5"
"14-3-3","Factor B"
"14-3-3","Factor H"
"14-3-3","Fas ligand, soluble"
"14-3-3","Ferritin"
"14-3-3","Fibrinogen"
"14-3-3","Fibrinogen g-chain dimer"
"14-3-3","Fibronectin"
"14-3-3","Flt3 ligand"
"14-3-3","Fucosyltransferase 3"
"14-3-3","G-CSF"
"14-3-3","G-CSF-R"
"14-3-3","GA733-1 protein"
"14-3-3","GAS1"
"14-3-3","GCKR"
"14-3-3","GDF-11"
"14-3-3","GDF-9"
"14-3-3","GFAP"
"14-3-3","GFRa-1"
"14-3-3","GFRa-2"
"14-3-3","GFRa-3"
"14-3-3","GHC2"
"14-3-3","GIB"
"14-3-3","GIIE"
"14-3-3","GITR"
"14-3-3","GNT2C"
"14-3-3","GP114"
"14-3-3","GPC2"
"14-3-3","GPC5"
"14-3-3","GPNMB"
"14-3-3","GPVI"
"14-3-3","GRB2-related adapter protein 2"
"14-3-3","GREM1"
"14-3-3","GSK-3 alpha/beta"
"14-3-3","GSTA3"
"14-3-3","GV"
"14-3-3","GX"
"14-3-3","Galectin-2"
"14-3-3","Galectin-3"
"14-3-3","Galectin-4"
"14-3-3","Galectin-8"
"14-3-3","Glucagon"
"14-3-3","Glucocorticoid receptor"
"14-3-3","Granulysin"
"14-3-3","Granzyme B"
"14-3-3","Granzyme H"
"14-3-3","Gro-b/g"
"14-3-3","H6ST1"
"14-3-3","HCG"
"14-3-3","HCK"
"14-3-3","HDGR2"
"14-3-3","HGF"
"14-3-3","HIPK3"
"14-3-3","HIV-2 Rev"
"14-3-3","HMGR"
"14-3-3","HO-2"
"14-3-3","HPLN1"
"14-3-3","HPV E7 Type 16"
"14-3-3","HPV E7 Type18"
"14-3-3","HRG"
"14-3-3","HSP 90a/b"
"14-3-3","HVEM"
"14-3-3","Hat1"
"14-3-3","Hemoglobin"
"14-3-3","Hemopexin"
"14-3-3","Heparin cofactor II"
"14-3-3","Histone H1.2"
"14-3-3","Histone H2A.z"
"14-3-3","ICOS"
"14-3-3","IDE"
"14-3-3","IF4A3"
"14-3-3","IFN-aA"
"14-3-3","IFN-g R1"
"14-3-3","IFN-lambda 1"
"14-3-3","IFN-lambda 2"
"14-3-3","IFNL4"
"14-3-3","IGF-I"
"14-3-3","IGF-I sR"
"14-3-3","IGFBP-2"
"14-3-3","IGFBP-4"
"14-3-3","IGFBP-6"
"14-3-3","IGFBP-7"
"14-3-3","IL-1 sR9"
"14-3-3","IL-1 sRI"
"14-3-3","IL-10"
"14-3-3","IL-10 Rb"
"14-3-3","IL-11"
"14-3-3","IL-11 RA"
"14-3-3","IL-12"
"14-3-3","IL-12 RB2"
"14-3-3","IL-12 Rb1"
"14-3-3","IL-13"
"14-3-3","IL-15 Ra"
"14-3-3","IL-17"
"14-3-3","IL-17 RD"
"14-3-3","IL-17B"
"14-3-3","IL-17D"
"14-3-3","IL-17E"
"14-3-3","IL-18 BPa"
"14-3-3","IL-18 Ra"
"14-3-3","IL-18 Rb"
"14-3-3","IL-19"
"14-3-3","IL-1Rrp2"
"14-3-3","IL-1a"
"14-3-3","IL-1b"
"14-3-3","IL-20 Ra"
"14-3-3","IL-22"
"14-3-3","IL-22BP"
"14-3-3","IL-23"
"14-3-3","IL-23 R"
"14-3-3","IL-27"
"14-3-3","IL-3 Ra"
"14-3-3","IL-4"
"14-3-3","IL-4 sR"
"14-3-3","IL-5"
"14-3-3","IL-5 Ra"
"14-3-3","IL-6 sRa"
"14-3-3","IL-7"
"14-3-3","IL-7 Ra"
"14-3-3","IL-8"
"14-3-3","IL22RA1"
"14-3-3","ILT-4"
"14-3-3","IMB1"
"14-3-3","IP-10"
"14-3-3","IR"
"14-3-3","ISM1"
"14-3-3","ITI heavy chain H4"
"14-3-3","IgD"
"14-3-3","IgE"
"14-3-3","IgG"
"14-3-3","IgM"
"14-3-3","Inhibin bA chain"
"14-3-3","Integrin a1b1"
"14-3-3","Integrin aVb5"
"14-3-3","JAG1"
"14-3-3","JAG2"
"14-3-3","JAK2"
"14-3-3","JAM-B"
"14-3-3","JAML1"
"14-3-3","K-ras"
"14-3-3","KI2L4"
"14-3-3","KI3L2"
"14-3-3","KI3S1"
"14-3-3","KIAP"
"14-3-3","KIRR3"
"14-3-3","KLRF1"
"14-3-3","KYNU"
"14-3-3","Kallikrein 11"
"14-3-3","Kallikrein 4"
"14-3-3","Kallistatin"
"14-3-3","Karyopherin-a2"
"14-3-3","Keratin 18"
"14-3-3","Ku70"
"14-3-3","LAG-1"
"14-3-3","LAG-3"
"14-3-3","LCMT1"
"14-3-3","LIF sR"
"14-3-3","LIGHT"
"14-3-3","LIMP II"
"14-3-3","LIN7B"
"14-3-3","LRP8"
"14-3-3","LRRT1"
"14-3-3","LRRT3"
"14-3-3","LSAMP"
"14-3-3","Lamin-B1"
"14-3-3","Laminin"
"14-3-3","Layilin"
"14-3-3","Lipocalin 2"
"14-3-3","Livin B"
"14-3-3","Luteinizing hormone"
"14-3-3","Lymphotactin"
"14-3-3","Lymphotoxin a1/b2"
"14-3-3","Lymphotoxin a2/b1"
"14-3-3","Lysozyme"
"14-3-3","M2-PK"
"14-3-3","MASP3"
"14-3-3","MATK"
"14-3-3","MATN2"
"14-3-3","MATN3"
"14-3-3","MBD4"
"14-3-3","MBL"
"14-3-3","MCP-1"
"14-3-3","MCP-2"
"14-3-3","MCP-3"
"14-3-3","MCP-4"
"14-3-3","MED-1"
"14-3-3","MEPE"
"14-3-3","MFRP"
"14-3-3","MIA"
"14-3-3","MICA"
"14-3-3","MIP-3a"
"14-3-3","MIP-3b"
"14-3-3","MIS"
"14-3-3","MK11"
"14-3-3","MK12"
"14-3-3","MK13"
"14-3-3","MMEL2"
"14-3-3","MMP-10"
"14-3-3","MMP-13"
"14-3-3","MMP-16"
"14-3-3","MMP-17"
"14-3-3","MMP-3"
"14-3-3","MMP-8"
"14-3-3","MO2R1"
"14-3-3","MOZ"
"14-3-3","MPIF-1"
"14-3-3","MRCKB"
"14-3-3","MSP R"
"14-3-3","Macrophage mannose receptor"
"14-3-3","Macrophage scavenger receptor"
"14-3-3","Mammaglobin 2"
"14-3-3","Met"
"14-3-3","N-terminal pro-BNP"
"14-3-3","NADPH-P450 Oxidoreductase"
"14-3-3","NANOG"
"14-3-3","NCC27"
"14-3-3","NDP kinase B"
"14-3-3","NG36"
"14-3-3","NKG2D"
"14-3-3","NKp30"
"14-3-3","NKp44"
"14-3-3","NKp46"
"14-3-3","NLGNX"
"14-3-3","NR1D1"
"14-3-3","NRP1"
"14-3-3","NRX1A"
"14-3-3","NRX1B"
"14-3-3","NRX3A"
"14-3-3","NRX3B"
"14-3-3","NSF1C"
"14-3-3","Nectin-like protein 1"
"14-3-3","Nectin-like protein 2"
"14-3-3","Neurotrophin-3"
"14-3-3","Neurotrophin-5"
"14-3-3","Noggin"
"14-3-3","Notch 1"
"14-3-3","NovH"
"14-3-3","Nr-CAM"
"14-3-3","OCAD1"
"14-3-3","ON"
"14-3-3","OX2G"
"14-3-3","OX40 Ligand"
"14-3-3","Olfactomedin-4"
"14-3-3","P-Selectin"
"14-3-3","PA2G4"
"14-3-3","PACA"
"14-3-3","PACAP-27"
"14-3-3","PACAP-38"
"14-3-3","PAK7"
"14-3-3","PAL4D"
"14-3-3","PBP"
"14-3-3","PCI"
"14-3-3","PCNA"
"14-3-3","PCSK7"
"14-3-3","PD-L2"
"14-3-3","PDE3A"
"14-3-3","PDE7A"
"14-3-3","PDE9A"
"14-3-3","PDGF-AA"
"14-3-3","PDGF-BB"
"14-3-3","PDGF-CC"
"14-3-3","PECAM-1"
"14-3-3","PESC"
"14-3-3","PH"
"14-3-3","PHI"
"14-3-3","PIK3CA/PIK3R1"
"14-3-3","PIM1"
"14-3-3","PKB a/b/g"
"14-3-3","PKC-A"
"14-3-3","PKC-B-II"
"14-3-3","PKC-D"
"14-3-3","PKC-G"
"14-3-3","PKC-Z"
"14-3-3","PLCG1"
"14-3-3","PLK-1"
"14-3-3","PLXC1"
"14-3-3","PP13G"
"14-3-3","PPIB"
"14-3-3","PRKACA"
"14-3-3","PSA2"
"14-3-3","PSA6"
"14-3-3","PSD7"
"14-3-3","PSMA"
"14-3-3","PSME3"
"14-3-3","PTHrP"
"14-3-3","PTK6"
"14-3-3","PTP-1C"
"14-3-3","PYY"
"14-3-3","Parathyroid Hormone1-34"
"14-3-3","Periostin"
"14-3-3","Peroxiredoxin-5"
"14-3-3","Persephin"
"14-3-3","Phosphoglycerate mutase 1"
"14-3-3","Plasmin"
"14-3-3","Plasminogen"
"14-3-3","Prekallikrein"
"14-3-3","Prolactin Receptor"
"14-3-3","Properdin"
"14-3-3","Protein S"
"14-3-3","Protein disulfide isomerase A3"
"14-3-3","Protein disulfide-isomerase"
"14-3-3","RANK"
"14-3-3","RANTES"
"14-3-3","RBM39"
"14-3-3","RBP"
"14-3-3","RELT"
"14-3-3","RGM-C"
"14-3-3","RGMA"
"14-3-3","RGMB"
"14-3-3","ROBO2"
"14-3-3","ROBO3"
"14-3-3","ROR1"
"14-3-3","RS3"
"14-3-3","RS7"
"14-3-3","RSK-like protein kinase"
"14-3-3","RSPO2"
"14-3-3","RTN4"
"14-3-3","RUXF"
"14-3-3","Rb"
"14-3-3","SDF-1"
"14-3-3","SEPR"
"14-3-3","SET"
"14-3-3","SH21A"
"14-3-3","SHC1"
"14-3-3","SHP-2"
"14-3-3","SKP1"
"14-3-3","SLAF5"
"14-3-3","SLAF6"
"14-3-3","SLAF7"
"14-3-3","SLPI"
"14-3-3","SOD"
"14-3-3","SPARCL1"
"14-3-3","SPHK2"
"14-3-3","SPTA2"
"14-3-3","SREC-II"
"14-3-3","SSRP1"
"14-3-3","ST4S6"
"14-3-3","STX1a"
"14-3-3","Secretin"
"14-3-3","Semaphorin 3A"
"14-3-3","Semaphorin 3E"
"14-3-3","Sialoadhesin"
"14-3-3","Siglec-3"
"14-3-3","Siglec-6"
"14-3-3","Siglec-7"
"14-3-3","Soggy-1"
"14-3-3","Somatostatin-28"
"14-3-3","Sonic Hedgehog"
"14-3-3","Sorting nexin 4"
"14-3-3","Survivin"
"14-3-3","TACI"
"14-3-3","TAJ"
"14-3-3","TAK1-TAB1"
"14-3-3","TBK1"
"14-3-3","TBP"
"14-3-3","TCPTP"
"14-3-3","TCTP"
"14-3-3","TGF-b R III"
"14-3-3","TGF-b2"
"14-3-3","TGF-b3"
"14-3-3","TIG2"
"14-3-3","TIMD3"
"14-3-3","TLR2"
"14-3-3","TLR4:MD-2 complex"
"14-3-3","TMA"
"14-3-3","TNF sR-I"
"14-3-3","TNF sR-II"
"14-3-3","TNF-a"
"14-3-3","TNF-b"
"14-3-3","TNFSF15"
"14-3-3","TNFSF18"
"14-3-3","TNR4"
"14-3-3","TPSG1"
"14-3-3","TRAIL R1"
"14-3-3","TRY3"
"14-3-3","TS"
"14-3-3","TSG-6"
"14-3-3","TSH"
"14-3-3","TSLP"
"14-3-3","TSLP R"
"14-3-3","TWEAK"
"14-3-3","TXD12"
"14-3-3","Tenascin"
"14-3-3","Thymidine kinase"
"14-3-3","Topoisomerase I"
"14-3-3","TrATPase"
"14-3-3","Transketolase"
"14-3-3","Triosephosphate isomerase"
"14-3-3","TrkA"
"14-3-3","UBC9"
"14-3-3","UBE2N"
"14-3-3","ULBP-1"
"14-3-3","ULBP-2"
"14-3-3","ULBP-3"
"14-3-3","UNC5H3"
"14-3-3","UNC5H4"
"14-3-3","URB"
"14-3-3","Ubiquitin"
"14-3-3","VCAM-1"
"14-3-3","VEGF"
"14-3-3","VEGF sR2"
"14-3-3","VEGF sR3"
"14-3-3","VWC2L"
"14-3-3","Vasoactive Intestinal Peptide"
"14-3-3","WFKN1"
"14-3-3","WIF-1"
"14-3-3","WISP-1"
"14-3-3","WNT7A"
"14-3-3","XEDAR"
"14-3-3","YES"
"14-3-3","a1-Antichymotrypsin"
"14-3-3","a2-Antiplasmin"
"14-3-3","a2-HS-Glycoprotein"
"14-3-3","alpha-1-antichymotrypsin complex"
"14-3-3","amyloid precursor protein"
"14-3-3","b-ECGF"
"14-3-3","b-Endorphin"
"14-3-3","b-NGF"
"14-3-3","b2-Microglobulin"
"14-3-3","bFGF-R"
"14-3-3","cIAP-2"
"14-3-3","calgranulin B"
"14-3-3","calreticulin"
"14-3-3","carbonic anhydrase II"
"14-3-3","discoidin domain receptor 1"
"14-3-3","dopa decarboxylase"
"14-3-3","eIF-5A-1"
"14-3-3","gp130, soluble"
"14-3-3","gpIIbIIIa"
"14-3-3","granzyme A"
"14-3-3","hnRNP A/B"
"14-3-3","hnRNP K"
"14-3-3","kallikrein 13"
"14-3-3","kallikrein 14"
"14-3-3","kallikrein 5"
"14-3-3","kallikrein 8"
"14-3-3","paraoxonase 1"
"14-3-3","sCD163"
"14-3-3","sCD4"
"14-3-3","sICAM-1"
"14-3-3","sICAM-2"
"14-3-3","sICAM-3"
"14-3-3","sICAM-5"
"14-3-3","sL-Selectin"
"14-3-3","sLeptin R"
"14-3-3","sTie-1"
"14-3-3","sTie-2"
"14-3-3","suPAR"
"14-3-3","tPA"
"14-3-3","transcription factor MLR1, isoform CRA_b"
"14-3-3","uPA"
"17-beta-HSD 1","14-3-3"
"17-beta-HSD 1","17-beta-HSD 1"
"17-beta-HSD 1","3HIDH"
"17-beta-HSD 1","4-1BB ligand"
"17-beta-HSD 1","40S ribosomal protein SA"
"17-beta-HSD 1","ABL1"
"17-beta-HSD 1","ABL2"
"17-beta-HSD 1","ACTH"
"17-beta-HSD 1","ADAMTS-4"
"17-beta-HSD 1","ADAMTS-5"
"17-beta-HSD 1","AGR2"
"17-beta-HSD 1","AK1A1"
"17-beta-HSD 1","ALCAM"
"17-beta-HSD 1","ALK-1"
"17-beta-HSD 1","AMHR2"
"17-beta-HSD 1","AMNLS"
"17-beta-HSD 1","AMPK a1b1g1"
"17-beta-HSD 1","AMPK a2b2g1"
"17-beta-HSD 1","AREG"
"17-beta-HSD 1","ASGR1"
"17-beta-HSD 1","ASM3A"
"17-beta-HSD 1","ATP synthase beta chain"
"17-beta-HSD 1","ATS15"
"17-beta-HSD 1","AURKB"
"17-beta-HSD 1","Activated Protein C"
"17-beta-HSD 1","Activin AB"
"17-beta-HSD 1","Activin RIB"
"17-beta-HSD 1","Afamin"
"17-beta-HSD 1","Aflatoxin B1 aldehyde reductase"
"17-beta-HSD 1","Albumin"
"17-beta-HSD 1","Alkaline phosphatase, bone"
"17-beta-HSD 1","Angiopoietin-1"
"17-beta-HSD 1","Angiostatin"
"17-beta-HSD 1","Antithrombin III"
"17-beta-HSD 1","Apo E2"
"17-beta-HSD 1","Artemin"
"17-beta-HSD 1","Arylsulfatase A"
"17-beta-HSD 1","Aurora kinase A"
"17-beta-HSD 1","B7"
"17-beta-HSD 1","B7-H2"
"17-beta-HSD 1","BAFF"
"17-beta-HSD 1","BARK1"
"17-beta-HSD 1","BASI"
"17-beta-HSD 1","BCAM"
"17-beta-HSD 1","BCAR3"
"17-beta-HSD 1","BDNF"
"17-beta-HSD 1","BMP RII"
"17-beta-HSD 1","BMP10"
"17-beta-HSD 1","BMPER"
"17-beta-HSD 1","BMPR1A"
"17-beta-HSD 1","BNP"
"17-beta-HSD 1","BRF-1"
"17-beta-HSD 1","BTG"
"17-beta-HSD 1","BTK"
"17-beta-HSD 1","C1QBP"
"17-beta-HSD 1","C1q"
"17-beta-HSD 1","C34 gp41 HIV Fragment"
"17-beta-HSD 1","C4"
"17-beta-HSD 1","C4b"
"17-beta-HSD 1","C5b, 6 Complex"
"17-beta-HSD 1","C6"
"17-beta-HSD 1","C8"
"17-beta-HSD 1","CAD15"
"17-beta-HSD 1","CAMK1D"
"17-beta-HSD 1","CATC"
"17-beta-HSD 1","CBG"
"17-beta-HSD 1","CBPE"
"17-beta-HSD 1","CBX5"
"17-beta-HSD 1","CD22"
"17-beta-HSD 1","CD226"
"17-beta-HSD 1","CD30"
"17-beta-HSD 1","CD30 Ligand"
"17-beta-HSD 1","CD70"
"17-beta-HSD 1","CD97"
"17-beta-HSD 1","CDC37"
"17-beta-HSD 1","CDK1/cyclin B"
"17-beta-HSD 1","CDK2/cyclin A"
"17-beta-HSD 1","CDK5/p35"
"17-beta-HSD 1","CDK8/cyclin C"
"17-beta-HSD 1","CG073"
"17-beta-HSD 1","CHK1"
"17-beta-HSD 1","CHST2"
"17-beta-HSD 1","CHST6"
"17-beta-HSD 1","CK-MB"
"17-beta-HSD 1","CK2-A1:B"
"17-beta-HSD 1","CK2-A2:B"
"17-beta-HSD 1","CKAP2"
"17-beta-HSD 1","CLC1B"
"17-beta-HSD 1","CLC4K"
"17-beta-HSD 1","CLC7A"
"17-beta-HSD 1","CLF-1/CLC Complex"
"17-beta-HSD 1","CLM6"
"17-beta-HSD 1","CNTF"
"17-beta-HSD 1","CNTN2"
"17-beta-HSD 1","COLEC12"
"17-beta-HSD 1","CONA1"
"17-beta-HSD 1","COX-2"
"17-beta-HSD 1","CPNE1"
"17-beta-HSD 1","CRDL1"
"17-beta-HSD 1","CRK"
"17-beta-HSD 1","CRTAM"
"17-beta-HSD 1","CS084"
"17-beta-HSD 1","CSF-1"
"17-beta-HSD 1","CSK"
"17-beta-HSD 1","CTAP-III"
"17-beta-HSD 1","CTGF"
"17-beta-HSD 1","Cadherin E"
"17-beta-HSD 1","Cadherin-2"
"17-beta-HSD 1","Cadherin-5"
"17-beta-HSD 1","Cadherin-6"
"17-beta-HSD 1","Calcineurin"
"17-beta-HSD 1","Calcineurin B a"
"17-beta-HSD 1","Calpain I"
"17-beta-HSD 1","Carbonic Anhydrase IV"
"17-beta-HSD 1","Carbonic Anhydrase X"
"17-beta-HSD 1","Carbonic anhydrase VII"
"17-beta-HSD 1","Carbonic anhydrase XIII"
"17-beta-HSD 1","Cardiotrophin-1"
"17-beta-HSD 1","Caspase-3"
"17-beta-HSD 1","Cathepsin G"
"17-beta-HSD 1","Chymase"
"17-beta-HSD 1","Coagulation Factor IX"
"17-beta-HSD 1","Coagulation Factor IXab"
"17-beta-HSD 1","Coagulation Factor V"
"17-beta-HSD 1","Coagulation Factor X"
"17-beta-HSD 1","Contactin-5"
"17-beta-HSD 1","Cyclin B1"
"17-beta-HSD 1","Cyclophilin A"
"17-beta-HSD 1","Cyclophilin F"
"17-beta-HSD 1","Cytochrome P450 3A4"
"17-beta-HSD 1","D-dimer"
"17-beta-HSD 1","DAPK2"
"17-beta-HSD 1","DBNL"
"17-beta-HSD 1","DC-SIGNR"
"17-beta-HSD 1","DEAD-box protein 19B"
"17-beta-HSD 1","DHH"
"17-beta-HSD 1","DKK1"
"17-beta-HSD 1","DLL4"
"17-beta-HSD 1","DLRB1"
"17-beta-HSD 1","DMP1"
"17-beta-HSD 1","DPP2"
"17-beta-HSD 1","DR3"
"17-beta-HSD 1","DRAK2"
"17-beta-HSD 1","DRG-1"
"17-beta-HSD 1","DRR1"
"17-beta-HSD 1","DSC3"
"17-beta-HSD 1","DUS3"
"17-beta-HSD 1","DYRK3"
"17-beta-HSD 1","DcR3"
"17-beta-HSD 1","Desmoglein-1"
"17-beta-HSD 1","Discoidin domain receptor 2"
"17-beta-HSD 1","Dkk-4"
"17-beta-HSD 1","Dtk"
"17-beta-HSD 1","EDA"
"17-beta-HSD 1","EG-VEGF"
"17-beta-HSD 1","EGFRvIII"
"17-beta-HSD 1","EMR2"
"17-beta-HSD 1","ENA-78"
"17-beta-HSD 1","ENTP3"
"17-beta-HSD 1","EP15R"
"17-beta-HSD 1","EPHA3"
"17-beta-HSD 1","ER"
"17-beta-HSD 1","ERAB"
"17-beta-HSD 1","ERBB1"
"17-beta-HSD 1","ERBB2"
"17-beta-HSD 1","ERBB4"
"17-beta-HSD 1","ERK-1"
"17-beta-HSD 1","ES1"
"17-beta-HSD 1","Endoglin"
"17-beta-HSD 1","Endothelin-converting enzyme 1"
"17-beta-HSD 1","Enterokinase"
"17-beta-HSD 1","Eotaxin-2"
"17-beta-HSD 1","EphA1"
"17-beta-HSD 1","Ephrin-A4"
"17-beta-HSD 1","Ephrin-A5"
"17-beta-HSD 1","Ephrin-B3"
"17-beta-HSD 1","Epithelial cell kinase"
