"hyperedge_id","protein_id"
"14-3-3","Cardiotrophin-1"
"14-3-3","Caspase-2"
"14-3-3","Caspase-3"
"14-3-3","Catalase"
"14-3-3","Cathepsin B"
"14-3-3","Cathepsin G"
"14-3-3","Cathepsin H"
"14-3-3","Cathepsin S"
"14-3-3","Ck-b-8-1"
"14-3-3","Coactosin-like protein"
"14-3-3","Coagulation Factor IX"
"14-3-3","Coagulation Factor IXab"
"14-3-3","Coagulation Factor V"
"14-3-3","Coagulation Factor VII"
"14-3-3","Contactin-4"
"14-3-3","Cyclophilin A"
"14-3-3","Cyclophilin F"
"14-3-3","Cytidylate kinase"
"14-3-3","Cytochrome P450 3A4"
"14-3-3","DAF"
"14-3-3","DBNL"
"14-3-3","DC-SIGNR"
"14-3-3","DERM"
"14-3-3","DKK1"
"14-3-3","DKK3"
"14-3-3","DLC8"
"14-3-3","DLL1"
"14-3-3","DLL4"
"14-3-3","DLRB1"
"14-3-3","DMP1"
"14-3-3","DR3"
"14-3-3","DR6"
"14-3-3","DRAK2"
"14-3-3","DRG-1"
"14-3-3","DRR1"
"14-3-3","DUS3"
"14-3-3","DYRK3"
"14-3-3","Discoidin domain receptor 2"
"14-3-3","Dkk-4"
"14-3-3","EDA"
"14-3-3","EDAR"
"14-3-3","EF-1-beta"
"14-3-3","EMAP-2"
"14-3-3","ENA-78"
"14-3-3","ENPP7"
"14-3-3","EP15R"
"14-3-3","EPHB2"
"14-3-3","EPI"
"14-3-3","ER"
"14-3-3","ERAB"
"14-3-3","ERBB1"
"14-3-3","ERBB2"
"14-3-3","ERBB3"
"14-3-3","ERK-1"
"14-3-3","ESAM"
"14-3-3","ETHE1"
"14-3-3","Endostatin"
"14-3-3","EphB4"
"14-3-3","EphB6"
"14-3-3","Ephrin-A4"
"14-3-3","Esterase D"
"14-3-3","FCAR"
"14-3-3","FCG2A/B"
"14-3-3","FCRL3"
"14-3-3","FETUB"
"14-3-3","FGF-17"
"14-3-3","FGF-4"
"14-3-3","FGF-8A"
"14-3-3","FGF-8B"
"14-3-3","FGF7"
"14-3-3","FGF9"
"14-3-3","FGFR-3"
"14-3-3","FN1.3"
"14-3-3","FSTL3"
"14-3-3","FYN"
"14-3-3","Flt-3"
"14-3-3","Fucosyltransferase 3"
"14-3-3","G-CSF-R"
"14-3-3","GAPDH, liver"
"14-3-3","GAS1"
"14-3-3","GCKR"
"14-3-3","GCP-2"
"14-3-3","GDF-9"
"14-3-3","GFRa-1"
"14-3-3","GFRa-2"
"14-3-3","GFRa-3"
"14-3-3","GHC2"
"14-3-3","GM-CSF"
"14-3-3","GNS"
"14-3-3","GOT1"
"14-3-3","GPNMB"
"14-3-3","GPVI"
"14-3-3","GRB2-related adapter protein 2"
"14-3-3","GREM1"
"14-3-3","GSK-3 alpha/beta"
"14-3-3","Galectin-3"
"14-3-3","Glucagon"
"14-3-3","Glutamate carboxypeptidase"
"14-3-3","Glutathione S-transferase Pi"
"14-3-3","Granzyme B"
"14-3-3","Gro-a"
"14-3-3","Gro-b/g"
"14-3-3","Growth hormone receptor"
"14-3-3","HCG"
"14-3-3","HCK"
"14-3-3","HMG-1"
"14-3-3","HMGR"
"14-3-3","HPG-"
"14-3-3","HPLN1"
"14-3-3","HPV E7 Type18"
"14-3-3","HSP 40"
"14-3-3","HSP 60"
"14-3-3","HSP 90a/b"
"14-3-3","HTRA2"
"14-3-3","Haptoglobin, Mixed Type"
"14-3-3","Hemoglobin"
"14-3-3","Histone H1.2"
"14-3-3","Histone H2A.z"
"14-3-3","I-309"
"14-3-3","ICOS"
"14-3-3","IDS"
"14-3-3","IF4G2"
"14-3-3","IFN-aA"
"14-3-3","IFN-g"
"14-3-3","IGF-I sR"
"14-3-3","IGF-II receptor"
"14-3-3","IGFBP-3"
"14-3-3","IGFBP-4"
"14-3-3","IGFBP-5"
"14-3-3","IGFBP-6"
"14-3-3","IGFBP-7"
"14-3-3","IL-1 R AcP"
"14-3-3","IL-11 RA"
"14-3-3","IL-16"
"14-3-3","IL-17"
"14-3-3","IL-17 RD"
"14-3-3","IL-17D"
"14-3-3","IL-17F"
"14-3-3","IL-18 BPa"
"14-3-3","IL-18 Ra"
"14-3-3","IL-18 Rb"
"14-3-3","IL-19"
"14-3-3","IL-1F7"
"14-3-3","IL-1Rrp2"
"14-3-3","IL-1a"
"14-3-3","IL-1b"
"14-3-3","IL-2"
"14-3-3","IL-2 sRa"
"14-3-3","IL-2 sRg"
"14-3-3","IL-20 Ra"
"14-3-3","IL-3"
"14-3-3","IL-3 Ra"
"14-3-3","IL-5"
"14-3-3","IL-6"
"14-3-3","IL-6 sRa"
"14-3-3","IL-7"
"14-3-3","IL-7 Ra"
"14-3-3","ILT-2"
"14-3-3","IMB1"
"14-3-3","IMDH2"
"14-3-3","ITI heavy chain H4"
"14-3-3","JAG1"
"14-3-3","JAG2"
"14-3-3","JAK2"
"14-3-3","JAM-C"
"14-3-3","JAML1"
"14-3-3","JNK2"
"14-3-3","K-ras"
"14-3-3","KREM2"
"14-3-3","Kallikrein 6"
"14-3-3","Kallistatin"
"14-3-3","Kininogen, HMW"
"14-3-3","LAG-1"
"14-3-3","LAG-3"
"14-3-3","LD78-beta"
"14-3-3","LDH-H 1"
"14-3-3","LG3BP"
"14-3-3","LIGHT"
"14-3-3","LKHA4"
"14-3-3","LSAMP"
"14-3-3","LY86"
"14-3-3","LYN"
"14-3-3","LYNB"
"14-3-3","Luteinizing hormone"
"14-3-3","Lymphotoxin a2/b1"
"14-3-3","Lymphotoxin b R"
"14-3-3","Lysozyme"
"14-3-3","MAPK14"
"14-3-3","MAPK5"
"14-3-3","MAPKAPK3"
"14-3-3","MASP3"
"14-3-3","MATN2"
"14-3-3","MATN3"
"14-3-3","MCP-1"
"14-3-3","MCP-2"
"14-3-3","MCP-3"
"14-3-3","MDHC"
"14-3-3","MDM2"
"14-3-3","MEK1"
"14-3-3","MFGM"
"14-3-3","MFRP"
"14-3-3","MIA"
"14-3-3","MIF"
"14-3-3","MIP-3b"
"14-3-3","MIS"
"14-3-3","MK08"
"14-3-3","MK12"
"14-3-3","MMP-1"
"14-3-3","MMP-16"
"14-3-3","MO2R1"
"14-3-3","MOZ"
"14-3-3","MP2K4"
"14-3-3","MRC2"
"14-3-3","MRCKB"
"14-3-3","MSP"
"14-3-3","MSP R"
"14-3-3","Macrophage mannose receptor"
"14-3-3","Macrophage scavenger receptor"
"14-3-3","Mammaglobin 2"
"14-3-3","Marapsin"
"14-3-3","Met"
"14-3-3","Mn SOD"
"14-3-3","Myeloperoxidase"
"14-3-3","NACA"
"14-3-3","NADPH-P450 Oxidoreductase"
"14-3-3","NAP-2"
"14-3-3","NCAM-120"
"14-3-3","NCAM-L1"
"14-3-3","NCC27"
"14-3-3","NCK1"
"14-3-3","NDP kinase B"
"14-3-3","NG36"
"14-3-3","NID2"
"14-3-3","NKp44"
"14-3-3","NKp46"
"14-3-3","NMT1"
"14-3-3","NPS-PLA2"
"14-3-3","NRX1B"
"14-3-3","NRX3B"
"14-3-3","NSF1C"
"14-3-3","NUDC3"
"14-3-3","Nectin-like protein 1"
"14-3-3","Nidogen"
"14-3-3","Noggin"
"14-3-3","Nogo Receptor"
"14-3-3","Notch 1"
"14-3-3","OBCAM"
"14-3-3","OCAD1"
"14-3-3","ON"
"14-3-3","OPG"
"14-3-3","OSM"
"14-3-3","OX2G"
"14-3-3","P-Cadherin"
"14-3-3","P-Selectin"
"14-3-3","PA2G4"
"14-3-3","PACAP-27"
"14-3-3","PACAP-38"
"14-3-3","PAFAH beta subunit"
"14-3-3","PAI-1"
"14-3-3","PAK3"
"14-3-3","PAK7"
"14-3-3","PAPP-A"
"14-3-3","PBEF"
"14-3-3","PCI"
"14-3-3","PDE11"
"14-3-3","PDE3A"
"14-3-3","PDE4D"
"14-3-3","PDE9A"
"14-3-3","PDGF-AA"
"14-3-3","PDGF-BB"
"14-3-3","PDPK1"
"14-3-3","PF-4"
"14-3-3","PFD5"
"14-3-3","PGP9.5"
"14-3-3","PHI"
"14-3-3","PIK3CA/PIK3R1"
"14-3-3","PKB a/b/g"
"14-3-3","PKC-A"
"14-3-3","PKC-D"
"14-3-3","PLCG1"
"14-3-3","PLPP"
"14-3-3","PLXC1"
"14-3-3","PPAC"
"14-3-3","PPIB"
"14-3-3","PPIE"
"14-3-3","PRKACA"
"14-3-3","PSA"
"14-3-3","PSA1"
"14-3-3","PSA2"
"14-3-3","PSA6"
"14-3-3","PSD7"
"14-3-3","PSMA"
"14-3-3","PSME1"
"14-3-3","PSME3"
"14-3-3","PTHrP"
"14-3-3","PTP-1C"
"14-3-3","Periostin"
"14-3-3","Peroxiredoxin-5"
"14-3-3","Peroxiredoxin-6"
"14-3-3","Phosphoglycerate mutase 1"
"14-3-3","Prolactin Receptor"
"14-3-3","Protease nexin I"
"14-3-3","Protein C"
"14-3-3","Protein disulfide isomerase A3"
"14-3-3","Protein disulfide-isomerase"
"14-3-3","RAC1"
"14-3-3","RAN"
"14-3-3","RANK"
"14-3-3","RANTES"
"14-3-3","RAP"
"14-3-3","RASA1"
"14-3-3","RBM39"
"14-3-3","RELT"
"14-3-3","RGM-C"
"14-3-3","RGMB"
"14-3-3","ROBO2"
"14-3-3","ROBO3"
"14-3-3","ROR1"
"14-3-3","RPS6KA3"
"14-3-3","RS7"
"14-3-3","RUXF"
"14-3-3","Rab GDP dissociation inhibitor beta"
"14-3-3","Rb"
"14-3-3","SAA"
"14-3-3","SCF sR"
"14-3-3","SGTA"
"14-3-3","SH21A"
"14-3-3","SHC1"
"14-3-3","SHP-2"
"14-3-3","SIRT2"
"14-3-3","SLAF7"
"14-3-3","SLPI"
"14-3-3","SNAA"
"14-3-3","SPHK2"
"14-3-3","SPINT2"
"14-3-3","SREC-I"
"14-3-3","ST4S6"
"14-3-3","STRATIFIN"
"14-3-3","STX1a"
"14-3-3","Secretin"
"14-3-3","Siglec-3"
"14-3-3","Siglec-7"
"14-3-3","Soggy-1"
"14-3-3","Sorting nexin 4"
"14-3-3","Sphingosine kinase 1"
"14-3-3","Stress-induced-phosphoprotein 1"
"14-3-3","Survivin"
"14-3-3","TACI"
"14-3-3","TAK1-TAB1"
"14-3-3","TARC"
"14-3-3","TBP"
"14-3-3","TCTP"
"14-3-3","TFF3"
"14-3-3","TGF-b R II"
"14-3-3","TGF-b R III"
"14-3-3","TGF-b3"
"14-3-3","TIMD3"
"14-3-3","TIMP-1"
"14-3-3","TIMP-3"
"14-3-3","TLR2"
"14-3-3","TLR4:MD-2 complex"
"14-3-3","TMA"
"14-3-3","TNF sR-I"
"14-3-3","TNF sR-II"
"14-3-3","TNF-b"
"14-3-3","TRAIL R1"
"14-3-3","TRY3"
"14-3-3","TSLP R"
"14-3-3","TSP2"
"14-3-3","TWEAKR"
"14-3-3","TYK2"
"14-3-3","Testican-1"
"14-3-3","Testican-2"
"14-3-3","Thrombin"
"14-3-3","Thrombopoietin Receptor"
"14-3-3","Thrombospondin-1"
"14-3-3","Thymidine kinase"
"14-3-3","Topoisomerase I"
"14-3-3","TrATPase"
"14-3-3","Transketolase"
"14-3-3","Triosephosphate isomerase"
"14-3-3","TrkA"
"14-3-3","TrkB"
"14-3-3","Tropomyosin 1 alpha chain"
"14-3-3","Trypsin"
"14-3-3","UB2L3"
"14-3-3","UBC9"
"14-3-3","UBE2N"
"14-3-3","UFC1"
"14-3-3","UFM1"
"14-3-3","UNC5H3"
"14-3-3","URB"
"14-3-3","Ubiquitin"
"14-3-3","VEGF"
"14-3-3","VEGF sR2"
"14-3-3","VEGF sR3"
"14-3-3","VEGF-C"
"14-3-3","WFKN1"
"14-3-3","WFKN2"
"14-3-3","WIF-1"
"14-3-3","XEDAR"
"14-3-3","XPNPEP1"
"14-3-3","YES"
"14-3-3","a2-Antiplasmin"
"14-3-3","a2-Macroglobulin"
"14-3-3","amyloid precursor protein"
"14-3-3","annexin VI"
"14-3-3","b-NGF"
"14-3-3","bFGF-R"
"14-3-3","cGMP-stimulated PDE"
"14-3-3","calreticulin"
"14-3-3","eIF-5"
"14-3-3","eIF-5A-1"
"14-3-3","gp130, soluble"
"14-3-3","gpIIbIIIa"
"14-3-3","hnRNP A2/B1"
"14-3-3","iC3b"
"14-3-3","kallikrein 13"
"14-3-3","kallikrein 14"
"14-3-3","kallikrein 5"
"14-3-3","pTEN"
"14-3-3","phosphoglycerate kinase 1"
"14-3-3","prostatic binding protein"
"14-3-3","resistin"
"14-3-3","sCD4"
"14-3-3","sFRP-3"
"14-3-3","sRANKL"
"14-3-3","sTie-1"
"14-3-3","sTie-2"
"14-3-3","tPA"
"14-3-3","uPA"
"17-beta-HSD 1","14-3-3"
"17-beta-HSD 1","17-beta-HSD 1"
"17-beta-HSD 1","3HIDH"
"17-beta-HSD 1","40S ribosomal protein SA"
"17-beta-HSD 1","4EBP2"
"17-beta-HSD 1","6Ckine"
"17-beta-HSD 1","ABL2"
"17-beta-HSD 1","AGR2"
"17-beta-HSD 1","AIF1"
"17-beta-HSD 1","AK1A1"
"17-beta-HSD 1","ALCAM"
"17-beta-HSD 1","ALT"
"17-beta-HSD 1","AMHR2"
"17-beta-HSD 1","AMNLS"
"17-beta-HSD 1","AMPK a2b2g1"
"17-beta-HSD 1","ANGL4"
"17-beta-HSD 1","ANR63"
"17-beta-HSD 1","ARGI1"
"17-beta-HSD 1","ARMEL"
"17-beta-HSD 1","ARP19"
"17-beta-HSD 1","ATP synthase beta chain"
"17-beta-HSD 1","ATS15"
"17-beta-HSD 1","AURKB"
"17-beta-HSD 1","Activated Protein C"
"17-beta-HSD 1","Activin AB"
"17-beta-HSD 1","Activin RIB"
"17-beta-HSD 1","Afamin"
"17-beta-HSD 1","Aflatoxin B1 aldehyde reductase"
"17-beta-HSD 1","Albumin"
"17-beta-HSD 1","Alkaline phosphatase, bone"
"17-beta-HSD 1","Alkaline phosphatase, liver"
"17-beta-HSD 1","Angiopoietin-1"
"17-beta-HSD 1","Angiopoietin-4"
"17-beta-HSD 1","Angiostatin"
"17-beta-HSD 1","Antithrombin III"
"17-beta-HSD 1","Apo E2"
"17-beta-HSD 1","Apo E3"
"17-beta-HSD 1","Apo E4"
"17-beta-HSD 1","Artemin"
"17-beta-HSD 1","Arylsulfatase A"
"17-beta-HSD 1","Aurora kinase A"
"17-beta-HSD 1","B7-H2"
"17-beta-HSD 1","BARK1"
"17-beta-HSD 1","BASI"
"17-beta-HSD 1","BCAM"
"17-beta-HSD 1","BCAR3"
"17-beta-HSD 1","BCL2-like 1 protein"
"17-beta-HSD 1","BDNF"
"17-beta-HSD 1","BGH3"
"17-beta-HSD 1","BGN"
"17-beta-HSD 1","BLC"
"17-beta-HSD 1","BMP-6"
"17-beta-HSD 1","BMP10"
"17-beta-HSD 1","BMPER"
"17-beta-HSD 1","BMPR1A"
"17-beta-HSD 1","BNP"
"17-beta-HSD 1","BPI"
"17-beta-HSD 1","BPSA"
"17-beta-HSD 1","BRF-1"
"17-beta-HSD 1","BSP"
"17-beta-HSD 1","BSSP4"
"17-beta-HSD 1","BST1"
"17-beta-HSD 1","BTG"
"17-beta-HSD 1","BTK"
"17-beta-HSD 1","C1-Esterase Inhibitor"
"17-beta-HSD 1","C1QBP"
"17-beta-HSD 1","C1s"
"17-beta-HSD 1","C34 gp41 HIV Fragment"
"17-beta-HSD 1","C4"
"17-beta-HSD 1","C8"
"17-beta-HSD 1","CAD15"
"17-beta-HSD 1","CAMK1D"
"17-beta-HSD 1","CATZ"
"17-beta-HSD 1","CBG"
"17-beta-HSD 1","CBPE"
"17-beta-HSD 1","CBX5"
"17-beta-HSD 1","CD109"
"17-beta-HSD 1","CD226"
"17-beta-HSD 1","CD39"
"17-beta-HSD 1","CD48"
"17-beta-HSD 1","CD97"
"17-beta-HSD 1","CDC37"
"17-beta-HSD 1","CDK1/cyclin B"
"17-beta-HSD 1","CDK5/p35"
"17-beta-HSD 1","CDK8/cyclin C"
"17-beta-HSD 1","CG073"
"17-beta-HSD 1","CHK1"
"17-beta-HSD 1","CHST2"
"17-beta-HSD 1","CK094"
"17-beta-HSD 1","CK2-A1:B"
"17-beta-HSD 1","CK2-A2:B"
"17-beta-HSD 1","CLC1B"
"17-beta-HSD 1","CLC7A"
"17-beta-HSD 1","CLM6"
"17-beta-HSD 1","CNDP1"
"17-beta-HSD 1","CNTFR alpha"
"17-beta-HSD 1","COLEC12"
"17-beta-HSD 1","COMMD7"
"17-beta-HSD 1","CONA1"
"17-beta-HSD 1","CPNE1"
"17-beta-HSD 1","CRK"
"17-beta-HSD 1","CS084"
"17-beta-HSD 1","CSK"
"17-beta-HSD 1","CTAP-III"
"17-beta-HSD 1","CXCL16, soluble"
"17-beta-HSD 1","CYTN"
"17-beta-HSD 1","CaMKK alpha"
"17-beta-HSD 1","Cadherin E"
"17-beta-HSD 1","Cadherin-2"
"17-beta-HSD 1","Cadherin-6"
"17-beta-HSD 1","Calcineurin"
"17-beta-HSD 1","Calpain I"
"17-beta-HSD 1","Carbonic Anhydrase X"
"17-beta-HSD 1","Carbonic anhydrase 9"
"17-beta-HSD 1","Carbonic anhydrase I"
"17-beta-HSD 1","Carbonic anhydrase III"
"17-beta-HSD 1","Carbonic anhydrase XIII"
"17-beta-HSD 1","Cardiotrophin-1"
"17-beta-HSD 1","Caspase-2"
"17-beta-HSD 1","Caspase-3"
"17-beta-HSD 1","Catalase"
"17-beta-HSD 1","Cathepsin A"
"17-beta-HSD 1","Cathepsin G"
"17-beta-HSD 1","Cathepsin H"
"17-beta-HSD 1","Clusterin"
"17-beta-HSD 1","Coactosin-like protein"
"17-beta-HSD 1","Coagulation Factor IX"
"17-beta-HSD 1","Coagulation Factor IXab"
"17-beta-HSD 1","Coagulation Factor V"
"17-beta-HSD 1","Coagulation Factor VII"
"17-beta-HSD 1","Coagulation Factor X"
"17-beta-HSD 1","Corticotropin-lipotropin"
"17-beta-HSD 1","Cyclin B1"
"17-beta-HSD 1","Cyclophilin A"
"17-beta-HSD 1","Cyclophilin F"
"17-beta-HSD 1","Cytidylate kinase"
"17-beta-HSD 1","Cytochrome P450 3A4"
"17-beta-HSD 1","DAF"
"17-beta-HSD 1","DAN"
"17-beta-HSD 1","DBNL"
"17-beta-HSD 1","DC-SIGNR"
"17-beta-HSD 1","DHH"
"17-beta-HSD 1","DKK1"
"17-beta-HSD 1","DKK3"
"17-beta-HSD 1","DLL1"
"17-beta-HSD 1","DLL4"
"17-beta-HSD 1","DLRB1"
"17-beta-HSD 1","DMP1"
"17-beta-HSD 1","DR6"
"17-beta-HSD 1","DRAK2"
"17-beta-HSD 1","DRG-1"
"17-beta-HSD 1","DRR1"
"17-beta-HSD 1","DUS3"
"17-beta-HSD 1","DYRK3"
"17-beta-HSD 1","Discoidin domain receptor 2"
"17-beta-HSD 1","Dkk-4"
"17-beta-HSD 1","EDA"
"17-beta-HSD 1","EGFRvIII"
"17-beta-HSD 1","EMAP-2"
"17-beta-HSD 1","EMR2"
"17-beta-HSD 1","ENPP7"
"17-beta-HSD 1","EP15R"
"17-beta-HSD 1","EPHB2"
"17-beta-HSD 1","EPI"
"17-beta-HSD 1","ER"
"17-beta-HSD 1","ERAB"
"17-beta-HSD 1","ERBB1"
"17-beta-HSD 1","ERBB2"
"17-beta-HSD 1","ERBB3"
"17-beta-HSD 1","ERK-1"
"17-beta-HSD 1","ES1"
"17-beta-HSD 1","ESAM"
"17-beta-HSD 1","ESPN"
"17-beta-HSD 1","ETHE1"
"17-beta-HSD 1","Elastase"
"17-beta-HSD 1","Endostatin"
"17-beta-HSD 1","EphB6"
"17-beta-HSD 1","Ephrin-A4"
"17-beta-HSD 1","Esterase D"
"17-beta-HSD 1","F229A"
"17-beta-HSD 1","FCAR"
"17-beta-HSD 1","FCG2A/B"
"17-beta-HSD 1","FCGR1"
"17-beta-HSD 1","FETUB"
"17-beta-HSD 1","FGF-10"
"17-beta-HSD 1","FGF-4"
"17-beta-HSD 1","FGF-5"
"17-beta-HSD 1","FGF-8"
"17-beta-HSD 1","FGF-8B"
"17-beta-HSD 1","FGF-8F"
"17-beta-HSD 1","FGF7"
"17-beta-HSD 1","FGF9"
"17-beta-HSD 1","FGFR-3"
"17-beta-HSD 1","FGFR4"
"17-beta-HSD 1","FN1.2"
"17-beta-HSD 1","FN1.4"
"17-beta-HSD 1","FSTL3"
"17-beta-HSD 1","FYN"
"17-beta-HSD 1","Factor H"
"17-beta-HSD 1","Ferritin"
"17-beta-HSD 1","Fibrinogen"
"17-beta-HSD 1","Flt-3"
"17-beta-HSD 1","Flt3 ligand"
"17-beta-HSD 1","G-CSF-R"
"17-beta-HSD 1","GAS1"
"17-beta-HSD 1","GCKR"
"17-beta-HSD 1","GCP-2"
"17-beta-HSD 1","GDF-9"
"17-beta-HSD 1","GFRa-2"
"17-beta-HSD 1","GFRa-3"
"17-beta-HSD 1","GHC2"
"17-beta-HSD 1","GITR"
"17-beta-HSD 1","GNT2C"
"17-beta-HSD 1","GPNMB"
"17-beta-HSD 1","GPVI"
"17-beta-HSD 1","GRB2-related adapter protein 2"
"17-beta-HSD 1","GRN"
"17-beta-HSD 1","GSK-3 alpha/beta"
"17-beta-HSD 1","Galectin-3"
"17-beta-HSD 1","Glutamate carboxypeptidase"
"17-beta-HSD 1","Glutathione S-transferase Pi"
"17-beta-HSD 1","Gro-a"
"17-beta-HSD 1","Gro-b/g"
"17-beta-HSD 1","HCG"
"17-beta-HSD 1","HMG-1"
"17-beta-HSD 1","HNRPQ"
"17-beta-HSD 1","HPLN1"
"17-beta-HSD 1","HPT"
"17-beta-HSD 1","HPV E7 Type18"
"17-beta-HSD 1","HSP 40"
"17-beta-HSD 1","HSP 60"
"17-beta-HSD 1","HSP 90a/b"
"17-beta-HSD 1","HSP70 protein 8"
"17-beta-HSD 1","HTRA2"
"17-beta-HSD 1","HVEM"
"17-beta-HSD 1","Haptoglobin, Mixed Type"
"17-beta-HSD 1","Hemoglobin"
"17-beta-HSD 1","Histone H1.2"
"17-beta-HSD 1","Histone H2A.z"
"17-beta-HSD 1","I-309"
"17-beta-HSD 1","ICOS"
"17-beta-HSD 1","IDE"
"17-beta-HSD 1","IF4G2"
"17-beta-HSD 1","IFN-g"
"17-beta-HSD 1","IFNL4"
"17-beta-HSD 1","IGF-I sR"
"17-beta-HSD 1","IGF-II receptor"
"17-beta-HSD 1","IGFBP-3"
"17-beta-HSD 1","IGFBP-5"
"17-beta-HSD 1","IGFBP-6"
"17-beta-HSD 1","IGFBP-7"
"17-beta-HSD 1","IL-1 R AcP"
"17-beta-HSD 1","IL-11 RA"
"17-beta-HSD 1","IL-16"
"17-beta-HSD 1","IL-17"
"17-beta-HSD 1","IL-17 RD"
"17-beta-HSD 1","IL-17D"
"17-beta-HSD 1","IL-17E"
"17-beta-HSD 1","IL-18 BPa"
"17-beta-HSD 1","IL-18 Ra"
"17-beta-HSD 1","IL-18 Rb"
"17-beta-HSD 1","IL-19"
"17-beta-HSD 1","IL-1F7"
"17-beta-HSD 1","IL-1a"
"17-beta-HSD 1","IL-1b"
"17-beta-HSD 1","IL-2 sRa"
"17-beta-HSD 1","IL-2 sRg"
"17-beta-HSD 1","IL-20 Ra"
"17-beta-HSD 1","IL-3"
"17-beta-HSD 1","IL-5"
"17-beta-HSD 1","IL-7"
"17-beta-HSD 1","IL-7 Ra"
"17-beta-HSD 1","IL22RA1"
"17-beta-HSD 1","IMB1"
"17-beta-HSD 1","ISM1"
"17-beta-HSD 1","ITI heavy chain H4"
"17-beta-HSD 1","Inhibin bA chain"
"17-beta-HSD 1","JAG1"
"17-beta-HSD 1","JAG2"
"17-beta-HSD 1","JAK2"
"17-beta-HSD 1","JAM-B"
"17-beta-HSD 1","JAML1"
"17-beta-HSD 1","K-ras"
"17-beta-HSD 1","KI2L4"
"17-beta-HSD 1","KIAP"
"17-beta-HSD 1","KIRR3"
"17-beta-HSD 1","KLRF1"
"17-beta-HSD 1","KYNU"
"17-beta-HSD 1","Kallikrein 6"
"17-beta-HSD 1","Kallistatin"
"17-beta-HSD 1","Kininogen, HMW"
"17-beta-HSD 1","Kininogen, HMW, Two Chain"
"17-beta-HSD 1","Kininostatin"
"17-beta-HSD 1","Ku70"
"17-beta-HSD 1","L-VEGF165"
"17-beta-HSD 1","LAG-1"
