"hyperedge_id","protein_id"
"14-3-3","Cyclophilin A"
"14-3-3","Cystatin C"
"14-3-3","Cytidylate kinase"
"14-3-3","Cytochrome P450 3A4"
"14-3-3","D-dimer"
"14-3-3","DKK3"
"14-3-3","DLRB1"
"14-3-3","DRAK2"
"14-3-3","DRG-1"
"14-3-3","DSC3"
"14-3-3","DUS3"
"14-3-3","DYRK3"
"14-3-3","Desmoglein-1"
"14-3-3","Dtk"
"14-3-3","ECM1"
"14-3-3","EDA"
"14-3-3","EG-VEGF"
"14-3-3","EGFRvIII"
"14-3-3","EMR2"
"14-3-3","ENPP7"
"14-3-3","ENTP5"
"14-3-3","EPI"
"14-3-3","ER"
"14-3-3","ERBB1"
"14-3-3","ERBB3"
"14-3-3","ERK-1"
"14-3-3","ES1"
"14-3-3","ESAM"
"14-3-3","ESPN"
"14-3-3","ETHE1"
"14-3-3","Endocan"
"14-3-3","Endostatin"
"14-3-3","Endothelin-converting enzyme 1"
"14-3-3","EphB4"
"14-3-3","EphB6"
"14-3-3","F229A"
"14-3-3","FCG2A/B"
"14-3-3","FCN1"
"14-3-3","FCN2"
"14-3-3","FER"
"14-3-3","FETUB"
"14-3-3","FGF-20"
"14-3-3","FGF-6"
"14-3-3","FGF-8"
"14-3-3","FGF-8A"
"14-3-3","FGF-8B"
"14-3-3","FGF-8F"
"14-3-3","FGF23"
"14-3-3","FGF9"
"14-3-3","FN1.2"
"14-3-3","FN1.4"
"14-3-3","FSH"
"14-3-3","FYN"
"14-3-3","Factor D"
"14-3-3","Factor H"
"14-3-3","Factor I"
"14-3-3","Ferritin"
"14-3-3","Fibrinogen"
"14-3-3","Fibrinogen g-chain dimer"
"14-3-3","Ficolin-3"
"14-3-3","Flt-3"
"14-3-3","Flt3 ligand"
"14-3-3","GCP-2"
"14-3-3","GDF2"
"14-3-3","GFRa-1"
"14-3-3","GHC2"
"14-3-3","GIB"
"14-3-3","GIIE"
"14-3-3","GM-CSF"
"14-3-3","GNS"
"14-3-3","GNT2C"
"14-3-3","GOT1"
"14-3-3","GP114"
"14-3-3","GPC5"
"14-3-3","GSK-3 alpha/beta"
"14-3-3","Galectin-8"
"14-3-3","Glucagon"
"14-3-3","Glucocorticoid receptor"
"14-3-3","Glutathione S-transferase Pi"
"14-3-3","Granulysin"
"14-3-3","Granzyme B"
"14-3-3","Growth hormone receptor"
"14-3-3","HAI-1"
"14-3-3","HB-EGF"
"14-3-3","HNRPQ"
"14-3-3","HPG-"
"14-3-3","HPLN1"
"14-3-3","HPT"
"14-3-3","HPV E7 Type18"
"14-3-3","HSP 40"
"14-3-3","HSP 90a/b"
"14-3-3","HTRA2"
"14-3-3","HVEM"
"14-3-3","Hemopexin"
"14-3-3","Histone H2A.z"
"14-3-3","I-309"
"14-3-3","IF4G2"
"14-3-3","IFN-aA"
"14-3-3","IFN-g R1"
"14-3-3","IFN-lambda 2"
"14-3-3","IFNL4"
"14-3-3","IGF-II receptor"
"14-3-3","IGFBP-1"
"14-3-3","IGFBP-6"
"14-3-3","IGFBP-7"
"14-3-3","IL-11 RA"
"14-3-3","IL-13 Ra1"
"14-3-3","IL-17 RD"
"14-3-3","IL-17 sR"
"14-3-3","IL-17B"
"14-3-3","IL-17B R"
"14-3-3","IL-17D"
"14-3-3","IL-17E"
"14-3-3","IL-18 Ra"
"14-3-3","IL-19"
"14-3-3","IL-1F7"
"14-3-3","IL-1a"
"14-3-3","IL-2"
"14-3-3","IL-2 sRa"
"14-3-3","IL-20 Ra"
"14-3-3","IL-23"
"14-3-3","IL-23 R"
"14-3-3","IL-3"
"14-3-3","IL-34"
"14-3-3","IL-5"
"14-3-3","IL-6 sRa"
"14-3-3","IL-8"
"14-3-3","ILT-2"
"14-3-3","IMB1"
"14-3-3","ING1"
"14-3-3","ISM1"
"14-3-3","ITI heavy chain H4"
"14-3-3","IgD"
"14-3-3","IgE"
"14-3-3","Inhibin bA chain"
"14-3-3","Integrin a1b1"
"14-3-3","JAG2"
"14-3-3","JAK2"
"14-3-3","JAM-B"
"14-3-3","KIAP"
"14-3-3","KIF23"
"14-3-3","KPCI"
"14-3-3","KPCT"
"14-3-3","KYNU"
"14-3-3","Kallistatin"
"14-3-3","Karyopherin-a2"
"14-3-3","Kininogen, HMW"
"14-3-3","Kininogen, HMW, Two Chain"
"14-3-3","Kininostatin"
"14-3-3","L-VEGF165"
"14-3-3","LAG-1"
"14-3-3","LAG-3"
"14-3-3","LCK"
"14-3-3","LGMN"
"14-3-3","LIGHT"
"14-3-3","LIMP II"
"14-3-3","LIN7B"
"14-3-3","LRRT3"
"14-3-3","LY86"
"14-3-3","LYVE1"
"14-3-3","Laminin"
"14-3-3","Leptin"
"14-3-3","Lipocalin 2"
"14-3-3","Lymphotactin"
"14-3-3","Lymphotoxin a2/b1"
"14-3-3","Lymphotoxin b R"
"14-3-3","M-CSF R"
"14-3-3","MASP3"
"14-3-3","MCP-2"
"14-3-3","MCP-3"
"14-3-3","MDHC"
"14-3-3","MEK1"
"14-3-3","MEPE"
"14-3-3","MFGM"
"14-3-3","MFRP"
"14-3-3","MICA"
"14-3-3","MICB"
"14-3-3","MK01"
"14-3-3","MK13"
"14-3-3","MMEL2"
"14-3-3","MMP-1"
"14-3-3","MMP-10"
"14-3-3","MMP-16"
"14-3-3","MOZ"
"14-3-3","MP2K4"
"14-3-3","MRC2"
"14-3-3","MRCKB"
"14-3-3","MSP"
"14-3-3","Macrophage mannose receptor"
"14-3-3","Mammaglobin 2"
"14-3-3","Marapsin"
"14-3-3","Moesin"
"14-3-3","Myoglobin"
"14-3-3","Myokinase, human"
"14-3-3","N-terminal pro-BNP"
"14-3-3","NAGK"
"14-3-3","NCAM-L1"
"14-3-3","NCAM1"
"14-3-3","NCC27"
"14-3-3","NDP kinase B"
"14-3-3","NET4"
"14-3-3","NG36"
"14-3-3","NID2"
"14-3-3","NLGNX"
"14-3-3","NPS-PLA2"
"14-3-3","NR1D1"
"14-3-3","NRX1A"
"14-3-3","NRX3A"
"14-3-3","NSF1C"
"14-3-3","Nectin-like protein 2"
"14-3-3","Nidogen"
"14-3-3","Notch-3"
"14-3-3","OBCAM"
"14-3-3","OMD"
"14-3-3","ON"
"14-3-3","OPG"
"14-3-3","OSM"
"14-3-3","OX2G"
"14-3-3","Oxidized PARK7"
"14-3-3","P-Cadherin"
"14-3-3","P-Selectin"
"14-3-3","PACA"
"14-3-3","PACAP-27"
"14-3-3","PAFAH beta subunit"
"14-3-3","PAI-1"
"14-3-3","PAK3"
"14-3-3","PAL4D"
"14-3-3","PAPP-A"
"14-3-3","PARC"
"14-3-3","PARK7"
"14-3-3","PBEF"
"14-3-3","PBP"
"14-3-3","PCI"
"14-3-3","PCSK7"
"14-3-3","PDE3A"
"14-3-3","PDE5A"
"14-3-3","PDGF-AA"
"14-3-3","PDGF-BB"
"14-3-3","PDGF-CC"
"14-3-3","PDPK1"
"14-3-3","PERL"
"14-3-3","PF-4"
"14-3-3","PFD5"
"14-3-3","PGCB"
"14-3-3","PGRP-S"
"14-3-3","PHI"
"14-3-3","PIGR"
"14-3-3","PK3CG"
"14-3-3","PKC-A"
"14-3-3","PKC-G"
"14-3-3","PLCG1"
"14-3-3","PLXC1"
"14-3-3","PP13G"
"14-3-3","PPAC"
"14-3-3","PPase"
"14-3-3","PRKACA"
"14-3-3","PSD7"
"14-3-3","PSMA"
"14-3-3","PSME1"
"14-3-3","PTH"
"14-3-3","PTP-1B"
"14-3-3","PTP-1C"
"14-3-3","PYY"
"14-3-3","Parathyroid Hormone1-34"
"14-3-3","Periostin"
"14-3-3","Peroxiredoxin-5"
"14-3-3","Persephin"
"14-3-3","Prekallikrein"
"14-3-3","Protease nexin I"
"14-3-3","Protein S"
"14-3-3","Protein disulfide isomerase A3"
"14-3-3","Proteinase-3"
"14-3-3","Prothrombin"
"14-3-3","RAC1"
"14-3-3","RAD51"
"14-3-3","RANTES"
"14-3-3","RBM39"
"14-3-3","RBP"
"14-3-3","RGMA"
"14-3-3","ROBO2"
"14-3-3","ROBO3"
"14-3-3","ROR1"
"14-3-3","Rab GDP dissociation inhibitor beta"
"14-3-3","Rb"
"14-3-3","Renin"
"14-3-3","SAP"
"14-3-3","SCGF-alpha"
"14-3-3","SCGF-beta"
"14-3-3","SEPR"
"14-3-3","SH21A"
"14-3-3","SHC1"
"14-3-3","SHP-2"
"14-3-3","SIRT2"
"14-3-3","SLPI"
"14-3-3","SPARCL1"
"14-3-3","SPHK2"
"14-3-3","SPINT2"
"14-3-3","SREC-I"
"14-3-3","SSRP1"
"14-3-3","STAB2"
"14-3-3","STK16"
"14-3-3","Soggy-1"
"14-3-3","Somatostatin-28"
"14-3-3","Sorting nexin 4"
"14-3-3","Spondin-1"
"14-3-3","Stress-induced-phosphoprotein 1"
"14-3-3","Survivin"
"14-3-3","TAFI"
"14-3-3","TAK1-TAB1"
"14-3-3","TARC"
"14-3-3","TBP"
"14-3-3","TCCR"
"14-3-3","TCP2L"
"14-3-3","TCPTP"
"14-3-3","TCTP"
"14-3-3","TFPI"
"14-3-3","TIMP-2"
"14-3-3","TIMP-3"
"14-3-3","TLR2"
"14-3-3","TLR4:MD-2 complex"
"14-3-3","TNF-a"
"14-3-3","TNFSF15"
"14-3-3","TNR4"
"14-3-3","TS"
"14-3-3","TSH"
"14-3-3","TSLP"
"14-3-3","TSLP R"
"14-3-3","TSP2"
"14-3-3","TXD12"
"14-3-3","TYK2"
"14-3-3","Testican-1"
"14-3-3","Thrombin"
"14-3-3","Transferrin"
"14-3-3","Transketolase"
"14-3-3","Triosephosphate isomerase"
"14-3-3","TrkB"
"14-3-3","UBE2N"
"14-3-3","UFC1"
"14-3-3","UFM1"
"14-3-3","ULBP-1"
"14-3-3","UPK3L"
"14-3-3","URB"
"14-3-3","Ubiquitin+1"
"14-3-3","VEGF sR2"
"14-3-3","VEGF-C"
"14-3-3","VWC2L"
"14-3-3","WFKN1"
"14-3-3","WISP-1"
"14-3-3","XPNPEP1"
"14-3-3","XTP3A"
"14-3-3","ZAP70"
"14-3-3","a1-Antichymotrypsin"
"14-3-3","a1-Antitrypsin"
"14-3-3","a2-Macroglobulin"
"14-3-3","alpha-1-antichymotrypsin complex"
"14-3-3","amyloid precursor protein"
"14-3-3","annexin II"
"14-3-3","annexin VI"
"14-3-3","b-ECGF"
"14-3-3","b-Endorphin"
"14-3-3","bFGF-R"
"14-3-3","cGMP-stimulated PDE"
"14-3-3","cIAP-2"
"14-3-3","calreticulin"
"14-3-3","carbonic anhydrase II"
"14-3-3","complement factor H-related 5"
"14-3-3","dopa decarboxylase"
"14-3-3","eIF-5"
"14-3-3","eIF-5A-1"
"14-3-3","kallikrein 12"
"14-3-3","kallikrein 13"
"14-3-3","kallikrein 14"
"14-3-3","p60-Src"
"14-3-3","pTEN"
"14-3-3","sCD163"
"14-3-3","sFRP-3"
"14-3-3","sICAM-1"
"14-3-3","sICAM-3"
"14-3-3","sL-Selectin"
"14-3-3","sLeptin R"
"14-3-3","sRANKL"
"14-3-3","sTie-1"
"14-3-3","suPAR"
"14-3-3","tau"
"17-beta-HSD 1","14-3-3"
"17-beta-HSD 1","17-beta-HSD 1"
"17-beta-HSD 1","3HIDH"
"17-beta-HSD 1","4-1BB ligand"
"17-beta-HSD 1","41"
"17-beta-HSD 1","4EBP2"
"17-beta-HSD 1","6-Phosphogluconate dehydrogenase"
"17-beta-HSD 1","6Ckine"
"17-beta-HSD 1","ABL2"
"17-beta-HSD 1","ACTH"
"17-beta-HSD 1","ADAM 9"
"17-beta-HSD 1","ADAM12"
"17-beta-HSD 1","ADAMTS-4"
"17-beta-HSD 1","ADAMTS-5"
"17-beta-HSD 1","AGR2"
"17-beta-HSD 1","AIF1"
"17-beta-HSD 1","AIP"
"17-beta-HSD 1","ALCAM"
"17-beta-HSD 1","AMNLS"
"17-beta-HSD 1","AMPM2"
"17-beta-HSD 1","ANGL4"
"17-beta-HSD 1","AREG"
"17-beta-HSD 1","ARGI1"
"17-beta-HSD 1","ARI3A"
"17-beta-HSD 1","ARP19"
"17-beta-HSD 1","ASAH2"
"17-beta-HSD 1","ASGR1"
"17-beta-HSD 1","ATS1"
"17-beta-HSD 1","ATS13"
"17-beta-HSD 1","ATS15"
"17-beta-HSD 1","AURKB"
"17-beta-HSD 1","Activated Protein C"
"17-beta-HSD 1","Activin A"
"17-beta-HSD 1","Activin AB"
"17-beta-HSD 1","Aflatoxin B1 aldehyde reductase"
"17-beta-HSD 1","Aggrecan"
"17-beta-HSD 1","Angiopoietin-2"
"17-beta-HSD 1","Angiopoietin-4"
"17-beta-HSD 1","Apo B"
"17-beta-HSD 1","Aurora kinase A"
"17-beta-HSD 1","Azurocidin"
"17-beta-HSD 1","B7"
"17-beta-HSD 1","BAFF"
"17-beta-HSD 1","BAFF Receptor"
"17-beta-HSD 1","BARK1"
"17-beta-HSD 1","BASI"
"17-beta-HSD 1","BCAM"
"17-beta-HSD 1","BCAR3"
"17-beta-HSD 1","BCL2-like 1 protein"
"17-beta-HSD 1","BFL1"
"17-beta-HSD 1","BGH3"
"17-beta-HSD 1","BMP RII"
"17-beta-HSD 1","BMP-1"
"17-beta-HSD 1","BMP-6"
"17-beta-HSD 1","BMPER"
"17-beta-HSD 1","BMX"
"17-beta-HSD 1","BOC"
"17-beta-HSD 1","BTK"
"17-beta-HSD 1","C1QBP"
"17-beta-HSD 1","C1q"
"17-beta-HSD 1","C3b"
"17-beta-HSD 1","C3d"
"17-beta-HSD 1","C6"
"17-beta-HSD 1","C8"
"17-beta-HSD 1","CAD15"
"17-beta-HSD 1","CAMK2D"
"17-beta-HSD 1","CAPG"
"17-beta-HSD 1","CATE"
"17-beta-HSD 1","CATZ"
"17-beta-HSD 1","CBG"
"17-beta-HSD 1","CBPE"
"17-beta-HSD 1","CD109"
"17-beta-HSD 1","CD226"
"17-beta-HSD 1","CD30 Ligand"
"17-beta-HSD 1","CD39"
"17-beta-HSD 1","CD40 ligand, soluble"
"17-beta-HSD 1","CD97"
"17-beta-HSD 1","CDC37"
"17-beta-HSD 1","CDK1/cyclin B"
"17-beta-HSD 1","CDK2/cyclin A"
"17-beta-HSD 1","CDK8/cyclin C"
"17-beta-HSD 1","CDON"
"17-beta-HSD 1","CHK1"
"17-beta-HSD 1","CHST2"
"17-beta-HSD 1","CK-MM"
"17-beta-HSD 1","CK2-A1:B"
"17-beta-HSD 1","CK2-A2:B"
"17-beta-HSD 1","CKAP2"
"17-beta-HSD 1","CLC1B"
"17-beta-HSD 1","CLC4K"
"17-beta-HSD 1","CLC7A"
"17-beta-HSD 1","CLF-1/CLC Complex"
"17-beta-HSD 1","CLM6"
"17-beta-HSD 1","CNDP1"
"17-beta-HSD 1","CNTF"
"17-beta-HSD 1","CNTN2"
"17-beta-HSD 1","COLEC12"
"17-beta-HSD 1","COMMD7"
"17-beta-HSD 1","CONA1"
"17-beta-HSD 1","COX-2"
"17-beta-HSD 1","CPNE1"
"17-beta-HSD 1","CRIS3"
"17-beta-HSD 1","CRK"
"17-beta-HSD 1","CSF-1"
"17-beta-HSD 1","CSK"
"17-beta-HSD 1","CSK21"
"17-beta-HSD 1","CTACK"
"17-beta-HSD 1","CTAP-III"
"17-beta-HSD 1","CTGF"
"17-beta-HSD 1","CXCL16, soluble"
"17-beta-HSD 1","CYTD"
"17-beta-HSD 1","CaMKK alpha"
"17-beta-HSD 1","Cadherin-12"
"17-beta-HSD 1","Cadherin-5"
"17-beta-HSD 1","Cadherin-6"
"17-beta-HSD 1","Calcineurin"
"17-beta-HSD 1","Calcineurin B a"
"17-beta-HSD 1","Calpain I"
"17-beta-HSD 1","Carbonic Anhydrase IV"
"17-beta-HSD 1","Carbonic anhydrase I"
"17-beta-HSD 1","Carbonic anhydrase III"
"17-beta-HSD 1","Carbonic anhydrase XIII"
"17-beta-HSD 1","Caspase-2"
"17-beta-HSD 1","Caspase-3"
"17-beta-HSD 1","Cathepsin H"
"17-beta-HSD 1","Cathepsin S"
"17-beta-HSD 1","Cathepsin V"
"17-beta-HSD 1","Chitotriosidase-1"
"17-beta-HSD 1","Chk2"
"17-beta-HSD 1","Chymase"
"17-beta-HSD 1","Coactosin-like protein"
"17-beta-HSD 1","Coagulation Factor IX"
"17-beta-HSD 1","Coagulation Factor IXab"
"17-beta-HSD 1","Coagulation Factor V"
"17-beta-HSD 1","Coagulation Factor VII"
"17-beta-HSD 1","Coagulation Factor XI"
"17-beta-HSD 1","Cofilin-1"
"17-beta-HSD 1","Cyclin B1"
"17-beta-HSD 1","Cyclophilin F"
"17-beta-HSD 1","Cystatin C"
"17-beta-HSD 1","Cystatin-S"
"17-beta-HSD 1","Cytidylate kinase"
"17-beta-HSD 1","Cytochrome P450 3A4"
"17-beta-HSD 1","DAPK2"
"17-beta-HSD 1","DBNL"
"17-beta-HSD 1","DC-SIGN"
"17-beta-HSD 1","DC-SIGNR"
"17-beta-HSD 1","DERM"
"17-beta-HSD 1","DHH"
"17-beta-HSD 1","DKK1"
"17-beta-HSD 1","DLL1"
"17-beta-HSD 1","DLL4"
"17-beta-HSD 1","DLRB1"
"17-beta-HSD 1","DMP1"
"17-beta-HSD 1","DPP2"
"17-beta-HSD 1","DRAK2"
"17-beta-HSD 1","DRR1"
"17-beta-HSD 1","DUS3"
"17-beta-HSD 1","DYRK3"
"17-beta-HSD 1","DcR3"
"17-beta-HSD 1","Desmoglein-1"
"17-beta-HSD 1","Discoidin domain receptor 2"
"17-beta-HSD 1","Dkk-4"
"17-beta-HSD 1","DnaJ homolog"
"17-beta-HSD 1","Dynactin subunit 2"
"17-beta-HSD 1","EDA"
"17-beta-HSD 1","EF-1-beta"
"17-beta-HSD 1","ENA-78"
"17-beta-HSD 1","ENPP7"
"17-beta-HSD 1","EP15R"
"17-beta-HSD 1","EPHA3"
"17-beta-HSD 1","EPHB2"
"17-beta-HSD 1","EPI"
"17-beta-HSD 1","ERAB"
"17-beta-HSD 1","ERBB4"
"17-beta-HSD 1","ERK-1"
"17-beta-HSD 1","ESAM"
"17-beta-HSD 1","Endoglin"
"17-beta-HSD 1","Endothelin-converting enzyme 1"
"17-beta-HSD 1","Enterokinase"
"17-beta-HSD 1","Eotaxin"
"17-beta-HSD 1","EphA1"
"17-beta-HSD 1","EphB4"
"17-beta-HSD 1","Ephrin-A4"
"17-beta-HSD 1","Ephrin-A5"
"17-beta-HSD 1","Ephrin-B3"
"17-beta-HSD 1","Epithelial cell kinase"
"17-beta-HSD 1","Esterase D"
"17-beta-HSD 1","FABP"
"17-beta-HSD 1","FABPE"
"17-beta-HSD 1","FAK1"
"17-beta-HSD 1","FCAR"
"17-beta-HSD 1","FCGR1"
"17-beta-HSD 1","FGF-10"
"17-beta-HSD 1","FGF-12"
"17-beta-HSD 1","FGF-16"
"17-beta-HSD 1","FGF-17"
"17-beta-HSD 1","FGF-18"
"17-beta-HSD 1","FGF-19"
"17-beta-HSD 1","FGF-20"
"17-beta-HSD 1","FGF-4"
"17-beta-HSD 1","FGF-6"
"17-beta-HSD 1","FGF-8B"
"17-beta-HSD 1","FGF7"
"17-beta-HSD 1","FGF9"
"17-beta-HSD 1","FGR"
"17-beta-HSD 1","FLRT1"
"17-beta-HSD 1","FN1.3"
"17-beta-HSD 1","FSH"
"17-beta-HSD 1","FST"
"17-beta-HSD 1","FYN"
"17-beta-HSD 1","Factor D"
"17-beta-HSD 1","Ferritin"
"17-beta-HSD 1","Fibronectin"
"17-beta-HSD 1","Ficolin-3"
"17-beta-HSD 1","Flt-3"
"17-beta-HSD 1","Flt3 ligand"
"17-beta-HSD 1","Fucosyltransferase 3"
"17-beta-HSD 1","GA733-1 protein"
"17-beta-HSD 1","GAS1"
"17-beta-HSD 1","GCKR"
"17-beta-HSD 1","GCP-2"
"17-beta-HSD 1","GDF-11"
"17-beta-HSD 1","GDF2"
"17-beta-HSD 1","GFRa-2"
"17-beta-HSD 1","GFRa-3"
"17-beta-HSD 1","GHC2"
"17-beta-HSD 1","GITR"
"17-beta-HSD 1","GNS"
"17-beta-HSD 1","GP1BA"
"17-beta-HSD 1","GPNMB"
"17-beta-HSD 1","GPVI"
"17-beta-HSD 1","GRB2-related adapter protein 2"
"17-beta-HSD 1","GREM1"
"17-beta-HSD 1","GSK-3 alpha/beta"
"17-beta-HSD 1","GV"
"17-beta-HSD 1","Galectin-2"
"17-beta-HSD 1","Galectin-3"
"17-beta-HSD 1","Gelsolin"
"17-beta-HSD 1","Glutamate carboxypeptidase"
"17-beta-HSD 1","Granzyme B"
"17-beta-HSD 1","Granzyme H"
"17-beta-HSD 1","Gro-b/g"
"17-beta-HSD 1","HCC-1"
"17-beta-HSD 1","HCG"
"17-beta-HSD 1","HCK"
"17-beta-HSD 1","HDAC8"
"17-beta-HSD 1","HGFA"
"17-beta-HSD 1","HIPK3"
"17-beta-HSD 1","HIV-2 Rev"
"17-beta-HSD 1","HMGR"
"17-beta-HSD 1","HO-2"
"17-beta-HSD 1","HPG-"
"17-beta-HSD 1","HPV E7 Type18"
"17-beta-HSD 1","HSP 40"
"17-beta-HSD 1","HSP 60"
"17-beta-HSD 1","HSP 70"
"17-beta-HSD 1","HSP 90a/b"
"17-beta-HSD 1","HSP70 protein 8"
"17-beta-HSD 1","HTRA2"
"17-beta-HSD 1","I-309"
"17-beta-HSD 1","IDE"
"17-beta-HSD 1","IF4A3"
"17-beta-HSD 1","IFN-aA"
"17-beta-HSD 1","IFN-g"
"17-beta-HSD 1","IFN-lambda 1"
"17-beta-HSD 1","IGF-I"
"17-beta-HSD 1","IGF-I sR"
"17-beta-HSD 1","IGFBP-2"
"17-beta-HSD 1","IGFBP-3"
"17-beta-HSD 1","IGFBP-6"
"17-beta-HSD 1","IL-1 R AcP"
"17-beta-HSD 1","IL-1 R4"
"17-beta-HSD 1","IL-1 sR9"
"17-beta-HSD 1","IL-11"
"17-beta-HSD 1","IL-11 RA"
"17-beta-HSD 1","IL-12 Rb1"
"17-beta-HSD 1","IL-16"
"17-beta-HSD 1","IL-17"
"17-beta-HSD 1","IL-17 RC"
"17-beta-HSD 1","IL-17 RD"
"17-beta-HSD 1","IL-17 sR"
"17-beta-HSD 1","IL-17D"
"17-beta-HSD 1","IL-17F"
"17-beta-HSD 1","IL-18 BPa"
"17-beta-HSD 1","IL-19"
"17-beta-HSD 1","IL-1F7"
"17-beta-HSD 1","IL-2 sRg"
"17-beta-HSD 1","IL-20"
"17-beta-HSD 1","IL-22"
"17-beta-HSD 1","IL-27"
"17-beta-HSD 1","IL-3"
"17-beta-HSD 1","IL-3 Ra"
"17-beta-HSD 1","IL-4"
"17-beta-HSD 1","IL-5"
"17-beta-HSD 1","IL-6"
"17-beta-HSD 1","IL-7 Ra"
"17-beta-HSD 1","IL-8"
"17-beta-HSD 1","IL24"
"17-beta-HSD 1","ILT-2"
"17-beta-HSD 1","ILT-4"
"17-beta-HSD 1","IMB1"
"17-beta-HSD 1","IMDH1"
"17-beta-HSD 1","IP-10"
"17-beta-HSD 1","Insulin"
"17-beta-HSD 1","Integrin a1b1"
"17-beta-HSD 1","JAG2"
"17-beta-HSD 1","JAM-C"
"17-beta-HSD 1","JAML1"
"17-beta-HSD 1","JNK2"
"17-beta-HSD 1","K-ras"
"17-beta-HSD 1","KI3S1"
"17-beta-HSD 1","KLRF1"
"17-beta-HSD 1","KREM2"
"17-beta-HSD 1","Kallikrein 11"
"17-beta-HSD 1","Kallikrein 6"
"17-beta-HSD 1","Ku70"
"17-beta-HSD 1","LAG-1"
"17-beta-HSD 1","LCMT1"
"17-beta-HSD 1","LD78-beta"
"17-beta-HSD 1","LDH-H 1"
"17-beta-HSD 1","LEAP-1"
"17-beta-HSD 1","LGMN"
"17-beta-HSD 1","LKHA4"
"17-beta-HSD 1","LSAMP"
"17-beta-HSD 1","LYN"
"17-beta-HSD 1","LYNB"
"17-beta-HSD 1","LYVE1"
"17-beta-HSD 1","Lactoferrin"
"17-beta-HSD 1","Lamin-B1"
"17-beta-HSD 1","Laminin"
"17-beta-HSD 1","Leptin"
"17-beta-HSD 1","Lipocalin 2"
"17-beta-HSD 1","Luteinizing hormone"
"17-beta-HSD 1","Lymphotoxin a2/b1"
"17-beta-HSD 1","Lymphotoxin b R"
"17-beta-HSD 1","Lysozyme"
